id_avis,id_note,date_publication,contenu_avis,inconvenient,avantage,id_entreprise
314,15,04/12/2016,J'ai travaillé chez Volvo Information Technology à temps plein,certains anciens là depuis très longtemps veulent vraiment accepter changement,culture suédoise bon équilibre entre vie professionnelle vie privée,61
315,15,11/03/2015,J'ai travaillé chez Volvo Information Technology à temps plein plus d'un an,moyens budgétaires parfois limité gel nouveaux cdd cdi,culture dentreprise atypique positive esprit déquipe esprit dentreprise travail réellement global international,61
316,15,18/05/2012,Je travaille chez Volvo Information Technology à,couche cadres moyens figée certains managers occupent position depuis plus ans salaires inférieurs moyenne marché parfois difficile travailler qg,management laisse grande autonomie beaucoup dopportunités travailler personnes très différentes partout monde grands défis relever,61
317,13,23/09/2019,J'ai travaillé chez Feu Vert à temps plein,rh inhumains manager débordée incapable gérer équipe correctement a fuir,cherche encore avantages,62
318,17,03/03/2019,Je travaille chez Feu Vert à temps plein depuis plus de 10 ans,salaire suit ancienneté,mois chèque vacances chèque déjeuner,62
319,17,15/01/2019,J'ai travaillé chez Feu Vert à plus d'un an,peu davantages rémunération basse,culture dentreprise taille humaine,62
320,15,07/08/2018,Je travaille chez Feu Vert à temps plein depuis moins d'un an,restructuration tout services,bonne condition travail équipe écoute donne moyens réussir,62
321,13,24/06/2018,Je travaille chez Feu Vert à temps plein depuis moins d'un an,correct juste site reduction,primes objectif correct,62
322,17,24/04/2018,Je travaille chez Feu Vert à,pression manque culture dentreprise,cette entreprise demande grande polyvalence cela permet diversifier tâches quotidiennes,62
323,13,02/04/2018,J'ai travaillé chez Feu Vert à temps plein,salaire misère peu destime personnel,bonne couverture santé eme mois,62
324,15,28/01/2018,Je travaille chez Feu Vert à temps plein depuis plus de 5 ans,trop polyvalence exigée détriment l’expertise métier management axé ca indicateurs économiques favorisant premier abord satisfaction collaborateur client,travail d’équipe tickets restaurant mutuelle cheques cadeaux avantages prix pièceséquipement possibilités d’évolution rapide si fort investissement résultats significatifs,62
325,15,26/01/2018,Je travaille chez Feu Vert à temps plein depuis plus de 5 ans,manque reconnaissance direction feu vert salaire plutot bas fortes responsabilitées,possibilité dévoluer rapidement bon avantages salariés mutuelle achat perso,62
326,13,05/11/2017,J'ai travaillé chez Feu Vert à temps plein plus de 5 ans,niveau rémunération faible techniciens encadrement conditions travail dépendent beaucoup trop humeur vision directeur opérationnel,feu vert entreprise maillage nationale permet pourvoir trouver emploi non loin domicile,62
327,21,22/10/2017,J'ai travaillé chez Feu Vert à,salaires élevés,milieu automobile intéressant enrichissant,62
328,15,05/10/2017,J'ai travaillé chez Feu Vert à temps plein,manque diversification changement,locaux professionnalisme ambiance travail,62
329,29,25/08/2017,J'ai travaillé chez Feu Vert à temps plein plus de 5 ans,culture grande distribution feu vert fortement ancrée rend entreprise peu flexible saisir opportunités peuvent offrir certains marchés,procédure validée écrite toutes action entreprendre travail groupe interservices,62
330,29,05/09/2016,Je travaille chez Feu Vert à,mobilité régionale travail samedi,évolution rapide plan carrière formations,62
331,17,29/07/2016,Je travaille chez Feu Vert à temps plein depuis plus d'un an,aucune évolution possible cadence travail salaire bas,travail multimarque prés,62
332,21,29/07/2016,J'ai travaillé chez Feu Vert à moins d'un an,temps accordé nouveaux collaborateurs trop peu confiance accordée etre directeur magasin veut dire passer nerfs tout monde reconnaitre erreurs uns reporter dautres collegues directeur nest roi employés comme tête turcs aucune possibilité dévolution carrière,beaucoup possibilité dapprentissage beaucoup poste demande savoir gerer différents postes besoin si intégration bien suivie formation complete cela permettrait davoir très bons collaborateurs travail,62
333,17,10/10/2019,J'ai travaillé chez SeLoger à temps plein moins d'un an,quartier management sortent offres technique suit,super locaux tickets restaurants très bonne mutuelle rtt,63
334,15,03/10/2019,J'ai travaillé chez SeLoger à temps plein plus d'un an,features teams parlent peut etre si bien équipes seloger considèrent équipes autres sites groupz,entreprise très agile large extension scope dintervention marque entreprise plein essor,63
335,17,02/10/2019,J'ai travaillé chez SeLoger à temps plein plus d'un an,management faussement participatif matériel travail vieillissant process validations tous niveaux ralentissentbloquent projets salaire,ambiance très agréable entre collaborateurs locaux société horaires flexibles,63
336,29,23/09/2019,Je travaille chez SeLoger à temps plein depuis plus d'un an,salaire moyenne basse peu perspectives,esprit déquipe approche humaine souplesse super soirées,63
337,15,19/09/2019,Je travaille chez SeLoger à temps plein depuis plus de 3 ans,poids historique inertie historique,bonne ambiance global professionnalisme pointu,63
338,17,18/09/2019,Je travaille chez SeLoger à temps plein depuis plus de 5 ans,salaire trop bas management tyrannique,l’intéressement participation soirées,63
339,29,19/04/2019,Je travaille chez SeLoger à temps plein depuis plus de 3 ans,rémunération très basée package non fixe,confiance succès marché bonne stratégie pots fêtes,63
340,13,12/03/2019,J'ai travaillé chez SeLoger à temps plein plus de 3 ans,projets redondants restructuration priorisations tâches perpétuelle nest plus agile cest délire trop politique copinage individualistes dents rayent parquet postes stratégiques gros turnover ressources manque formation interne salaires inférieurs prix marché gestion arbitraire primes produits financiers dont sait rien etc,tickets restos primes rtt,63
341,29,20/02/2019,J'ai travaillé chez SeLoger à temps plein,entreprise fort développement peut donc difficile conserver proximité chaque collaborateur,locaux très agréables nombreux moments convivialité projets stimulants rtt participation intéressement bonne mutuelle super,63
342,29,31/01/2019,J'ai travaillé chez SeLoger à temps plein plus de 5 ans,quartier génial cest dommage,beaucoup davantages bonne ambiance locaux sympa,63
343,21,07/08/2018,Je travaille chez SeLoger à temps plein depuis moins d'un an,forte charge travail stress lié changements stratégiques collègues peu engagés mal formés,equipes jeunes business intéressant amibition,63
344,21,02/08/2018,J'ai travaillé chez SeLoger à temps plein,rhytme incroyablement mou manque compétences tous services,beaucoup temps travailler projets perso,63
345,15,22/07/2018,Je travaille chez SeLoger à temps plein,salaire nest très motivant rapport certaines boites,bonne ambiance travaille manager écoute travaille mode agile,63
346,29,18/07/2018,Je travaille chez SeLoger à temps plein depuis plus d'un an,peu excentré nord paris enfin cest inconvénient largement contrebalancé tout avantages énoncés plus haut,ambiance conviviale bienveillante parcours dintégration petits dejs afterworks soirées groupe incroyables locaux agréables constante amélioration lieux partage détente comme cafet immense terrasse véritable accompagnement développement personnel formations évolutions pôles compétences motivation moyens développer denouvelles idées bref lieu idéal sépanouir professionnellement,63
347,29,28/06/2018,Je travaille chez SeLoger à temps plein,nen vois instant,ambiance évolution challenge technique locaux confiance,63
348,29,26/06/2018,Je travaille chez SeLoger à temps plein depuis plus de 3 ans,entreprise grandit énormément narrive plus connaître tout monde,ambiance formidable nombreuses innovations succès célébrer régulièrement environnement plein mutation touche projets plus importants français,63
349,29,23/06/2018,Je travaille chez SeLoger à temps plein depuis moins d'un an,nen vois particulièrement,parcours dintégration béton permet simprégner fonctions services bonnes conditions coaching interentreprise permet pérenniser acquis travailler approche commerciale formationsbrainstorming réguliers bonne maîtrise services proposés arguments clés valoriser entreprise innovante jeune dynamique laisse place talentscommerciaux sexprimer toute bienveillance,63
350,15,21/06/2018,Je travaille chez SeLoger à temps plein depuis plus d'un an,rémunération largement dessous marché parisien it,rtt ambiance travail locaux très sympas coin pause détente réu jeux projets intéressants,63
351,15,21/06/2018,Je travaille chez SeLoger à temps plein depuis plus d'un an,rien dire seloger top,locaux ambiance primes com interne,63
352,29,20/06/2018,Je travaille chez SeLoger à temps plein depuis plus d'un an,e vers marcadet donc peu excentré super terrasse compense bien ça,bonnes valeurs ambiance sympa bel esprit déquipe global si comme dhab ça dépend managers équipe aussi boite hyper dynamique projets tout temps budgets faire belles choses apprend bcp big up com interne pur apéros top,63
353,15,04/08/2019,J'ai travaillé chez CNH Industrial à temps plein plus d'un an,dévolution intra groupe stress,intéressement mutuelle valorisation compétences,64
354,17,23/05/2019,J'ai travaillé chez CNH Industrial à temps plein plus de 10 ans,objectifs collectifs difficiles atteindre,eme mois bonne mutuelle,64
355,17,14/05/2019,Je travaille chez CNH Industrial à temps plein depuis plus d'un an,évolution salaire faible contexte économique difficile,plb groupe reconnu mondialement,64
356,29,25/03/2019,J'ai travaillé chez CNH Industrial à temps plein,seulement region danvers belgique,trés bonne entreprise logistique,64
357,17,17/06/2018,J'ai travaillé chez CNH Industrial à temps plein plus d'un an,management stratégie dentreprise,groupe fonctionne méritocratie nombreuses opportunités peuvent soffrir si donnez moyens point extrêmement positif,64
358,17,24/05/2018,J'ai travaillé chez CNH Industrial à temps plein plus d'un an,manque dorganisation put parfois déstabilisant rien fait bien etre personnel gros groupe industriel management ancienne,manque dorganisation possible faire preuve belle initiative si management suit cette inconvenient peut devenir beau challenge,64
359,17,09/02/2018,Je travaille chez CNH Industrial à temps plein,niveau confiance entre management opérateurs faible peu processus place suffisamment rigueur dexigence,niveau salaire ambiance encadrement,64
360,17,07/02/2018,J'ai travaillé chez CNH Industrial à temps plein,selon endroit où trouvez styles gestion très différents appliqués,style travail informel équilibre privé professionnel forte concentration employés faite brésil,64
361,15,09/09/2017,J'ai travaillé chez CNH Industrial à temps plein plus d'un an,longues heures travail parfois exténuantes pouvaient rattrapées plus tard prenant congés responsable rh époque bourru compréhensif,flexibilité travail concerne pause midi télétravail également proposé depuis ambiance équipe très bonne employés travaillaient ensemble façon conviviale atteindre leurs objectifs,64
362,15,25/07/2017,Je travaille chez CNH Industrial à temps plein,gros inconvénients connaissance comme toutes autres entreprises,beaux produits belle technologie organisation industrielle pointe méritocratie,64
363,15,26/05/2017,Je travaille chez CNH Industrial à,documentations nécessaires certains projets très souvent manquant possibilités croissance réduites formations internes rares bien souvent absentes beaucoup projets lancés parallèle,environnement travail tres interessant collègues sympathiques toujours prèt donner coup main flexibilité temps travail société multiculturelle,64
364,15,26/04/2017,J'ai travaillé chez CNH Industrial à,rémunération trop faible rapport équilibre vie professionnellevie privée modèle prise décision très bureaucratique certaines personnes restent là plus relations quen raison leurs compétences,emplacement magnifique très multiculturel bonne opportunité dapprentissage collègues cordiaux amicaux,64
365,17,12/04/2017,J'ai travaillé chez CNH Industrial à,cnh has a bit tough management,cnh is a dynamic company,64
366,15,13/02/2017,Je travaille chez CNH Industrial à,grand chose faire plessis belleville isolé,facile dacces depuis paris train,64
367,17,06/11/2016,Je travaille chez CNH Industrial à temps plein depuis plus de 10 ans,organisation peu lisible systemes peu nombreux souvent vetustes multinationale,autonomie importante saccompagne generalement dune prise responsabilites importante opportunitees devolution possibles souvent imprevues,64
368,17,26/06/2016,Je travaille chez CNH Industrial à temps plein depuis plus de 3 ans,bien quétant groupe international passerelles entre domaines dactivités évidentes multiples réorganisations dernières années généré craintes part managers parfois perte bon sens commun process niveaux décisionnels rehaussé autonomie restreinte,salaires intéressants puissance syndicats france possibilités dévolutions réorientation carrière tous domaines compagnie personnes travaillant entreprise coeur celleci développe,64
369,21,19/02/2016,Je travaille chez CNH Industrial à temps plein depuis plus d'un an,absence totale vision long terme a minima partagé direction équipes manque pousse réel travail déquipe services vite lutte uns contre autres plutôt quen travail collectif service société clients société demande toujours plus donne beaucoup retour formation rémunération lancer projet nest pasdifficile faire vivre parmi centaines dautres plus,tellement faire chaque jour défi opportunités donc immenses challenges nombreux société réellement multiculturelle,64
370,15,12/11/2019,Je travaille chez CNH Industrial Capital à temps plein,désordre management organisation manque projets mode travail,flexibilité opportunités international ambiance autonomie,65
371,17,16/09/2019,J'ai travaillé chez SOTRAVO Filiale SOLOCAL GROUP à temps plein plus de 3 ans,,,66
372,21,11/12/2019,Je travaille chez SoLocal Group à temps plein depuis plus de 3 ans,mauvaise santé financière entreprise multiples plans sociaux avenir bancal société entreprise dit transformer faits nest tout fait cas,missions intéressantes locaux agréables modernes,67
373,17,14/11/2019,J'ai travaillé chez SoLocal Group à temps plein,ambiance sest détériorée beaucoup turn over,salaire tickets restaurant ambiance,67
374,13,08/11/2019,Je travaille chez SoLocal Group à temps plein depuis moins d'un an,management peur déshumanisation relations formation nouveaux arrivants aucune implication sujets transparence ni bienveillance ni dentraide services,davantage avant an dancienneté,67
375,17,26/10/2019,Je travaille chez SoLocal Group à temps plein depuis moins d'un an,objectifs non mesurables stress,salaire tickets restaurant,67
376,13,20/10/2019,J'ai travaillé chez SoLocal Group à temps plein plus de 10 ans,organisations syndicales décrivent entreprise comme managée peur infantilisation humiliation pense vouloir rentrer cette entreprise aujourdhui convient dêtre tête brulée kamikaze,démissionné récemment trouve plus aucun avantage cette société,67
377,15,07/10/2019,J'ai travaillé chez SoLocal Group à temps plein plus de 8 ans,dette capacité dinvestissement perception client,rémunération moyens outils structure culture rh accords google facebook,67
378,17,01/10/2019,Je travaille chez SoLocal Group à temps plein depuis plus de 10 ans,pression suivi objectif prospection conccurence,liberté dorganisation collègues esprit déquipe,67
379,17,29/09/2019,J'ai travaillé chez SoLocal Group à temps plein plus de 3 ans,manager directif sinon cest entreprise innovante,jai beaucoup appris cette entreprise,67
380,17,27/09/2019,Je travaille chez SoLocal Group à temps plein,non connaissances objectifs a avance,employabilité développement compétences,67
381,29,26/09/2019,Je travaille chez SoLocal Group à temps plein,salaire beaucoup travail stress,travail d’equipe bons locaux supers managers,67
382,15,09/09/2019,J'ai travaillé chez SoLocal Group à temps plein,,,67
383,29,03/09/2019,Je travaille chez SoLocal Group à temps plein depuis plus de 10 ans,,,67
384,17,22/08/2019,J'ai travaillé chez SoLocal Group à temps plein plus d'un an,,,67
385,17,15/08/2019,J'ai travaillé chez SoLocal Group à temps plein,,,67
386,21,28/07/2019,J'ai travaillé chez SoLocal Group à temps plein,,,67
387,17,23/07/2019,J'ai travaillé chez SoLocal Group à temps plein plus de 3 ans,,,67
388,13,16/07/2019,J'ai travaillé chez SoLocal Group à temps plein moins d'un an,,,67
389,17,11/07/2019,Je travaille chez SoLocal Group à temps plein,,,67
390,17,09/07/2019,Je travaille chez SoLocal Group à temps plein,,,67
391,17,21/06/2019,Je travaille chez SoLocal Group à temps plein,,,67
392,15,18/08/2018,J'ai travaillé chez Morgan Philips Group à temps plein,,,68
393,15,12/10/2017,Je travaille chez Morgan Philips Group à temps plein,,,68
394,29,18/07/2017,J'ai travaillé chez Morgan Philips Group à,,,68
395,15,19/09/2019,Je travaille chez Montreal Associates à temps plein,rien signaler bonne opportunité,bonne volonté management donner plus flexibilité plan commissions intéressant,70
396,13,09/11/2018,J'ai travaillé chez Montreal Associates à temps plein plus d'un an,nallez surtout cette entreprise mal payé plus traité comme chien donnera livres net tant delivery devrez faire tous travail travaillant h semaine,aucun absolument aucun avantage entreprise perdition,70
397,15,10/12/2019,J'ai travaillé chez STM à temps plein,,,74
398,17,15/10/2019,Je travaille chez STM à temps plein depuis plus d'un an,,,74
399,17,24/09/2019,Je travaille chez STM à temps plein depuis plus de 8 ans,,,74
400,29,12/08/2019,Je travaille chez STM à temps plein depuis plus d'un an,,,74
401,15,05/07/2019,Je travaille chez STM à temps plein,,,74
402,29,24/04/2019,Je travaille chez STM à temps plein,,,74
403,17,27/02/2019,Je travaille chez STM à temps plein,,,74
404,29,23/02/2019,Je travaille chez STM à temps plein,,,74
405,29,08/08/2018,J'ai travaillé chez STM à temps plein,,,74
406,15,01/06/2018,J'ai travaillé chez STM à temps plein moins d'un an,,,74
407,17,27/05/2018,Je travaille chez STM à temps plein depuis plus de 3 ans,trop stresse client respecteent,avantage sociaux tres intéressant bon salair,74
408,29,06/10/2017,Je travaille chez STM à temps plein depuis plus de 8 ans,na aucune choses negative a dire,tres bien bonne compagnie recommande a tous,74
409,17,08/08/2017,Je travaille chez STM à temps plein,organisation très lourdes administrativement management médiocre manque ressources financières développer employés,salaires avantages sociaux excellents,74
410,21,24/07/2017,Je travaille chez STM à temps plein depuis plus de 8 ans,trop grande entreprise manque découte harcèlement employés mesure gestion absentéisme demande a multiple reprise dêtre disponible dehors heures travail parfois vacances rencontre supérieur choix travail choix vacances etc aucun temps pause reconnu pendant assignation incrimination constante employés employés toujours reconnucouplable infraction cest a défendre si malheur vivez accident travail vont tout faire pouvoir contester tribunaux administratif avoir décision faveurs,bonne rémunération choix travail tout goûts grande entreprise stabilité demploi,74
411,29,16/05/2017,Je travaille chez STM à temps plein depuis plus de 3 ans,manque financement secteur publique difficultés budgétaires restreignent développement dinitiatives,défis stimulants variés employés forts calibres leurs spécialités participation développement durable montréal transport collectif salaire avantages sociaux compétitifs équilibre entre vie personnelle travail,74
412,15,07/02/2017,Je travaille chez STM à temps plein,lenteur procédures approbations nécessaires plusieurs niveaux charge travail variable décalage entre gestion employés tous syndiqués,entreprise structurée excellentes conditions travail respect employés,74
413,15,06/02/2017,J'ai travaillé chez STM à,lenteur processus administratifs interne,occasion travailler plusieurs départements,74
414,29,06/12/2016,Je travaille chez STM à temps plein depuis plus de 5 ans,amener changement denvergure peut nécessiter différentes validations partenaires internes,grande diversité demplois sein organisation plus tout monde peut trouver compte travail déquipe très présent sein différents départements possibilité travailler projets variés fil temps constituer bon réseau contacts internes organisation axée résultats style gestion axée mobilisation entreprise très stable quiconstitue employeur choix long terme,74
415,15,28/11/2016,Je travaille chez STM à temps plein,grosse boite beaucoup dintervenants tous dossiers amène certaine lourdeur administrative,belle culture bons emplois excellentes conditions travail stm offre environnement complexe très intéressant professionnels flexibilité horaires équilibre possible environnement manque projets possibilité davoir beaucoup dautonomie,74
416,29,12/11/2016,J'ai travaillé chez STM à temps partiel plus de 10 ans,temps temps petites enpanne niveaux mitro plus bruit,entreprise reconnu stable serviable grands entreprisr rentable motivé fédale respects clients surtou horaires travailles,74
417,29,15/09/2019,Je travaille chez Polytechnique Montréal à temps plein depuis plus de 3 ans,rémunérations limitées recherche universitaire,grande liberté autonomie équipements pointe compétences équipes,83
418,29,07/09/2019,J'ai travaillé chez Polytechnique Montréal à temps plein,polytechnique école francophone certains professeurs enseignent parfois français approximatif,possibilité travailler grande variété sujets sein dun génie plus corps professoral très qualifié disponible bienveillant locaux bien tenus équipés dernières technologies,83
419,15,23/05/2019,J'ai travaillé chez Polytechnique Montréal à temps plein moins d'un an,routine trop costisations syndicat,bonne rémunération semaines vacances assurance collective,83
420,15,23/05/2019,Je travaille chez Polytechnique Montréal à temps plein depuis plus de 5 ans,bien polytechnique montréal université dynamique point vue académique travail fait encore comme années peu flexibilité niveau technologies peu budget très hiérarchique comme façon procéder tout agile,situation géographique travail excelllente facile daccès bureaux plus récents pavillon lassonde spacieux éclairés ambiance bonne ressent stress quotidiennement tâches belles possibilités formation gens intéressés motivés,83
421,15,09/05/2019,J'ai travaillé chez Polytechnique Montréal à temps plein,beaucoup supervision hiérarchique,horaires travail très flexibles,83
422,15,16/04/2019,J'ai travaillé chez Polytechnique Montréal à temps partiel moins d'un an,cours chargé étudiants,trés bon niveau étudiants bonne ambiance travail,83
423,15,05/04/2019,Je travaille chez Polytechnique Montréal à temps plein,paperasse très lourde travail souvent monotone,fiabilité confiance bonne supervision flexibilité,83
424,29,01/03/2019,Je travaille chez Polytechnique Montréal à temps plein,difficile dobtenir bourses sans résidence citoyenneté canadienne,accès solide corps professoral technologie pointes cours ateliers pertinents,83
425,15,30/11/2018,Je travaille chez Polytechnique Montréal à temps plein depuis plus d'un an,couverture médicale relativement précaire,enrichissant challenging travailler gens brillants,83
426,15,12/03/2018,Je travaille chez Polytechnique Montréal à temps partiel,apprends souvent plus genie google,apprend genie dure,83
427,29,16/10/2017,Je travaille chez Polytechnique Montréal à temps plein,administration mets parfois temps gérer demande,travailler experts renommée mondiale horaire flexible,83
428,15,17/11/2016,Je travaille chez Polytechnique Montréal à temps partiel depuis plus d'un an,faut savoir sorganiser seul car directives souvent très floues parfois elles perdent encore plus expérience acquise dépend projet lequel travaille souvent elles techniques surspécialisées rapport demandes marché travail,directeur recherche très passionné motivant salaire raisonnable rapport travail demandé poste peut donner occasion étudiants gradués dacquérir expérience pratique temps quils étudient mise jour constante connaissances scientifiques,83
429,29,23/10/2016,Je travaille chez Polytechnique Montréal à temps plein,salaire bas comparé emploi industrie,horaires flexibles congés demandes travailler domaine intéresse experts mondiaux,83
430,29,30/03/2016,Je travaille chez Polytechnique Montréal à,aucun inconvénient déclarer ici,vraiment super polytechnique montréal,83
431,15,25/04/2015,Je travaille chez Polytechnique Montréal à,stress recherche,bon environement bon salaire etudiant,83
432,17,24/11/2019,J'ai travaillé chez BMO Financial Group à temps plein plus d'un an,moins bons avantages sociaux autres banques manque discipline personnel incompétent garde poste pendant plusieurs années,collègues sympathiques vente forcée téléphone bon salaire,90
433,17,22/11/2019,J'ai travaillé chez BMO Financial Group à temps plein,toujours besoin performance compétitivité,avantages sociaux horaire flexible travail d’équipe,90
434,17,24/10/2019,Je travaille chez BMO Financial Group à temps partiel,inflexible chaos client horrible,bon avantages sociaux semaines vacances après ans après,90
435,29,23/10/2019,Je travaille chez BMO Financial Group à temps partiel,aucun inconvénient emploi temps parti,salaire très bon,90
436,15,01/10/2019,J'ai travaillé chez BMO Financial Group à temps plein,stress énorme hiérarchie toujours efficace,assurance médicale possibilité d’être actionnaire banque,90
437,15,25/08/2019,Je travaille chez BMO Financial Group à temps plein depuis plus de 5 ans,réseau succursale ouvert soirs fin semaines fait sorte horaire travail contraignant,possibilité grandir sein compagnie dy faire carrière,90
438,15,14/08/2019,J'ai travaillé chez BMO Financial Group à temps plein moins d'un an,horaire tirage mentor parfois mal orienté,assurance première journée payé plein salaire formation formation complète,90
439,29,29/07/2019,Je travaille chez BMO Financial Group à temps plein,communication entre departements a travers entreprise,entreprise tres flexible traite bien employes,90
440,15,14/05/2019,Je travaille chez BMO Financial Group à temps partiel,mauvaise formation faut apprendre soi,bon environnement travail bonne équipe,90
441,15,21/01/2019,J'ai travaillé chez BMO Financial Group à temps partiel moins d'un an,pression niveau vente,expérience enrichissante personnes travaillais aimable bon environnement travail,90
442,17,30/08/2018,Je travaille chez BMO Financial Group à,mauvaise gestion peut possibilité davancement,ambiance rabais produits,90
443,15,27/08/2018,J'ai travaillé chez BMO Financial Group à temps plein,temps clients déconnexion vp vrai déroulement succursale,bonnes formations relations clients avantages sociaux intéressants,90
444,21,26/08/2018,Je travaille chez BMO Financial Group à temps plein depuis plus d'un an,the possibility of relocated is not expeced,the possibility of promotion and work time is good,90
445,15,25/07/2018,Je travaille chez BMO Financial Group à temps plein,horaire peu flexible plus d’heure travailler rémunérer,possibilité d’avancement transfert,90
446,17,11/06/2018,J'ai travaillé chez BMO Financial Group à temps partiel,climat travail difficile succursale,vacance régime dactionnariat avantages sociaux,90
447,17,25/05/2018,J'ai travaillé chez BMO Financial Group à temps plein plus de 5 ans,possibilité d’avancement selon projets direction direction absente directeur propre business donc peu temps succursale salaire très élevé conseiller placement géré place dépend adjointes,situé centreville fond pension possibilité d’avancement,90
448,15,09/03/2018,Je travaille chez BMO Financial Group à temps plein,minute diner doit mobile region,complet dentaire lunette médicament assurance vie,90
449,21,20/02/2018,J'ai travaillé chez BMO Financial Group à temps plein plus d'un an,gestionnaire spécialiste microgestion l’écoute employés tâches répétitives moyen l’innovation,sécuritè d’emploi salaire avantages sociaux action sept ans d’ancienneté peut aller loin clé c’est l’ancienneté connaître avancer,90
450,15,04/01/2018,Je travaille chez BMO Financial Group à temps plein depuis plus d'un an,difficile davoir équilibre travailfamille très grosse charge travail employé travail personnes siège social toronto travail comme lês ontariens reçoit salaire comme québécois,vison futuriste bcp postes travail très bonne avantages social formation interne entreprise solide très bon gestionnaires accent développement fast environnement,90
451,17,18/09/2017,Je travaille chez BMO Financial Group à temps plein,processus difficile trop lent changer,opportunités intéressante avangardiste bonne technologie,90
452,15,30/04/2019,Je travaille chez Concordia University à temps plein depuis plus d'un an,theory cdd na na,multicultural agreeable interesting dynamic,97
453,13,04/12/2019,Je travaille chez University of Montreal à temps partiel depuis plus d'un an,équipement très vieux horaire rigide supervision dusine,équipe très chaleureuse cuisine place vieux locaux,106
454,17,01/11/2019,Je travaille chez University of Montreal à temps plein,gestion déquipe charge travail communication,salaire congé assurances stationnement gratuit,106
455,29,10/07/2019,J'ai travaillé chez University of Montreal à temps partiel plus de 5 ans,syndiqué beaucoup dinjustices perte talents réseautage dépend compétences,avantages sociaux milieux syndiqués bon salaire assurances maladies dentaires,106
456,29,26/06/2019,Je travaille chez University of Montreal à temps partiel depuis plus d'un an,d’inconvénients tout fait aider,ça dépend matière enseigné,106
457,17,03/05/2019,Je travaille chez University of Montreal à temps plein depuis plus de 10 ans,grandes lacunes niveau gestion progressions carrières employés,avantages sociaux sécurité demploi,106
458,15,29/04/2019,J'ai travaillé chez University of Montreal à temps partiel,nai rien signaler ici,bonnes conditions bon salaire,106
459,15,22/04/2019,Je travaille chez University of Montreal à temps plein depuis plus de 5 ans,rigidité postes cadres difficiles d’accès,régime retraite assurances remboursement frais scolarité,106
460,21,18/04/2019,J'ai travaillé chez University of Montreal à temps plein,direction rh aucune recours réel employésétudiants quand rencontrent problème,ambiance esprit déquipe campus agréable,106
461,17,25/03/2019,J'ai travaillé chez University of Montreal à temps plein,ressources humaines pourraient grandement saméliorer ans nai réussi occuper poste convenait mieux celui javais lequel jétais surqualifiée rh mont donné aucune réponse quand demandes suivi certaines candidatures interne jai trouvé difficile développement carrière,bonne rémunération avantages sociaux grande visibilité impact réseau universitaire nordaméricain,106
462,17,21/03/2019,Je travaille chez University of Montreal à temps plein depuis plus de 5 ans,aucune écoute personnel soutien traite employés comme numéros aucune flexibilité travail famille rigidité horaires possibilité davancement très limitée,milieu stimulant dynamique sécurité demploi semaines vacances études payées,106
463,15,06/03/2019,J'ai travaillé chez University of Montreal à temps partiel plus de 3 ans,difficulté davoir plus contrats,bon salaire bons avantages sociaux,106
464,15,01/03/2019,Je travaille chez University of Montreal à temps plein,faible mobilité interne quelquun a baccalauréat occupe poste technique veut cheminer vers poste professionnel,très bons avantages sociaux si employé régulier semaines vacances presque noël,106
465,17,17/01/2019,Je travaille chez University of Montreal à temps plein,vieux bâtiments administration incompétente lourde,quelques bons prof bon programme,106
466,15,21/10/2018,J'ai travaillé chez University of Montreal à temps partiel,difficile dobtenir statut permanent,excellent salaire fond pension,106
467,15,19/10/2018,J'ai travaillé chez University of Montreal à temps plein,possibilité davancer carrière,bons avantages sociaux salaires intéressants bonne communauté,106
468,29,12/09/2018,Je travaille chez University of Montreal à temps plein,lourdeur administrative trop comités,collaboration recherche consensus équité,106
469,15,12/09/2018,Je travaille chez University of Montreal à temps plein depuis plus de 8 ans,manque dargent disponible universités comporte lot dinconvénients,université montréal offre bonnes conditions demploi,106
470,15,06/08/2018,Je travaille chez University of Montreal à temps partiel,charge travail peut supérieure heures payées certains cours,bonnes conditions travail ensemble,106
471,15,31/07/2018,Je travaille chez University of Montreal à depuis plus d'un an,difficile changer poste,avantages sociaux communauté excellents,106
472,29,19/07/2018,Je travaille chez University of Montreal à temps plein depuis plus de 5 ans,aucun recommande tous,très bien recommande tous,106
473,15,12/11/2019,Je travaille chez CRIM (Computer Research Institute of Montreal) à temps plein depuis plus de 5 ans,,,113
474,29,01/07/2018,J'ai travaillé chez CRIM (Computer Research Institute of Montreal) à,,,113
475,17,23/01/2019,J'ai travaillé chez Eidos Montreal à temps plein plus de 5 ans,peu d’activité dentreprise dorganisé consolider équipes choix technologiques douteux forcément optimales projets développement parfois très long thief ans développement deus ex ans développement chacun succès forcément rendez,salaire compétitif bons avantages sociaux situé plein centre ville montréal fruits cafés accès libre,121
476,15,04/01/2019,Je travaille chez Eidos Montreal à temps plein depuis plus de 10 ans,organisation bla bla bla bla,équipe projets entreprise famille respect,121
477,15,24/01/2018,J'ai travaillé chez Eidos Montreal à temps plein,manque communication interne parfois surchargé meetings,assurance maladie gift ambiance travaille soi heures flexible,121
478,15,02/06/2017,Je travaille chez Eidos Montreal à,nombre semaine vacances pourraient mieux bonus rare stock options,passe dautobus bixi remboursée participation réer bonne équilibre travailfamille fruits frais tous jours,121
479,17,30/09/2019,Je travaille chez Softeam à temps plein,avantages sociaux quasi inexistant,taille humaineproximité managers,129
