id_avis,id_note,date_publication,contenu_avis,inconvenient,avantage,id_entreprise
483,15,"Aug 12, 2019",J'ai travaillé chez Softeam à temps plein plus de 5 ans,Les augmentations de salaire n'étaient pas au rendez-vous,Les commerciaux trouvent de bonnes missions,124
484,15,"Jun 19, 2019",Je travaille chez Softeam à temps plein depuis plus de 5 ans,"Obligation d'être présente en période d'intercontrat alors qu'il n'ya pas de place dans les locaux, flicage",Compréhensif pour l'acceptation ou non des offres de mission,124
485,15,"May 28, 2019",Je travaille chez Softeam à temps plein depuis moins d'un an,pas encore constaté des inconvenients,à l'ecoute\nticket resto meme sans mission\ntres bon salaire,124
486,17,"Apr 30, 2019",Je travaille chez Softeam à temps plein,Qualité de mission qui ne correspond pas forcément aux attentes du consltant,Accompagnement des consultants\nTickets resto et CE,124
487,13,"Apr 17, 2019",Je travaille chez Softeam à temps plein,"- salaire très faible par rapport au marché\n- Pas de missions intéressantes en MOA\n-une fois staffé, Difficile de changer de mission voire impossible\n-Trop de missions de support\n-Management de bas niveau\n-Pas d’intéressement\n-Pas de primes\n-CE quasi-inexistante",-équilibre vie professionnelle privée\n-Pas d'avantages,124
488,15,"Mar 30, 2019",Je travaille chez Softeam à temps plein depuis plus de 8 ans,Inconvient inherent au métier de consultant,Traitement humain et considération du salarié,124
489,29,"Mar 28, 2019",Je travaille chez NVIDIA à temps plein,NULL,NULL,125
490,29,"Jan 11, 2017",Je travaille chez NVIDIA à temps plein depuis moins d'un an,NULL,NULL,125
491,29,"Jan 10, 2017",Je travaille chez NVIDIA à,NULL,NULL,125
492,15,"Jun 2, 2016",J'ai travaillé chez NVIDIA à temps plein plus de 8 ans,NULL,NULL,125
493,15,"Oct 14, 2015",Je travaille chez NVIDIA à,NULL,NULL,125
494,15,"Sep 28, 2015",Je travaille chez NVIDIA à,NULL,NULL,125
495,21,"Sep 21, 2015",Je travaille chez NVIDIA à temps plein,NULL,NULL,125
496,15,"May 30, 2015",Je travaille chez NVIDIA à temps plein depuis plus de 3 ans,NULL,NULL,125
497,29,"May 19, 2015",Je travaille chez NVIDIA à  depuis plus de 10 ans,NULL,NULL,125
498,17,"Jul 23, 2019",Je travaille chez 2S2I Solutions & Services à temps plein depuis plus d'un an,Aucune information sur l'évolution de ma carrière\nCulture d'entreprise très peu développée\nUne convention Syntec très désavantageuse (notamment pour les congés et les frais de déplacement),Une visite (presque) mensuelle des collaborateurs par les commerciaux(ales)\nPaiement d'une formation négociable à la signature du contrat\nMissions plutôt intéressantes,80
499,29,"Jul 11, 2019",Je travaille chez 2S2I Solutions & Services à temps plein depuis plus de 5 ans,"C'est encore une petite entreprise, mais qui mobilise les atouts qu'elle peut avoir.","Entreprise conviviale, avec des managers présents au quotidien, et ouvert d'esprit. La structure se remet en question à tout moment pour s'améliorer tout au long de la croissance de l'entreprise afin que chacun s'y sente bien, souhaite évoluer dans l'entreprise et participe à son développement. Des événements organisés tout au long de l'année, des missions intéressantes auprès de grands comptes, une écoute des...encadrants et des objectifs fixés en commun.",80
500,13,"Jul 7, 2019",J'ai travaillé chez 2S2I Solutions & Services à temps plein moins d'un an,"Salaire très bas (sans rtt) , pas de suivi, mission ne correspondant pas du tous à mes attentes, manager insistant . Je ne recommande surtout pas. Si ils ont plus besoin de vous, il vous lache !",Mission de proximité (ou un coup de chance ?),80
501,15,"Mar 13, 2017",J'ai travaillé chez 2S2I Solutions & Services à  moins d'un an,2S2I (agence parisienne) est orientée essentiellement vers le secteur bancaire et assurances. Pas d'ouverture vers les autres secteurs.,"J'ai travaillé pour 2S2I sur une mission de 6 mois au Crédit Agricole. Dès lors que mon profil a été sélectionné par 2S2I, le directeur de la BU a tout fait pour me décrocher une mission chez ses clients. Durant la mission, il a toujours été derrière moi pour m'épauler en cas de besoin.",80
502,17,"Dec 8, 2019",J'ai travaillé chez ALTRAN à temps plein,Conditions de travail doit être améliorées,il y a beaucoup de choses a apprendre,126
503,13,"Dec 8, 2019",J'ai travaillé chez ALTRAN à temps plein plus de 3 ans,Management et salaire \nComité d’entreprise \nOrganisation,Rien que des problèmes là-bas,126
504,29,"Jun 25, 2019",J'ai travaillé chez ALTRAD Group à,NULL,NULL,127
505,17,"Nov 18, 2018",J'ai travaillé chez ALTRAD Group à temps plein plus d'un an,NULL,NULL,127
506,13,"Oct 23, 2018",J'ai travaillé chez ALTRAD Group à temps plein moins d'un an,NULL,NULL,127
507,17,"Jun 6, 2017",Je travaille chez ALTRAD Group à temps plein,NULL,NULL,127
508,21,"Nov 20, 2019",J'ai travaillé chez Altran Group à temps plein,"Horaires de travail, charge insoutenable, hiérarchie ne motive pas les collaborateurs.",Aucun avantage à recenser à ce jour ( même la place parking est payante ),128
509,17,"Nov 18, 2019",J'ai travaillé chez Altran Group à temps plein,Idem que les avantages mais manque d’opportunités,Ceux d’une Ss2i à savoir le statut et la securité de l’emploi,128
510,17,"Nov 16, 2019",Je travaille chez Altran Group à temps plein depuis plus d'un an,"Après avoir acquis la première expérience, il vaut mieux changer d'entreprise. Car les salaires de démarrage sont bas et les augmentations dérisoires. Mobilité entre différents métiers IT fonctionnels impossible. Comme dans certaines autres grosses ESN d'ingénierie, la seule évolution professionnelle possible est celle vers le team management ou le business management (=commercial) ce qui n'intéresse pas forcément...tout le monde. Pas de prime de participation ni d'intéressement.","Très bien pour les jeunes spécialistes pour démarrer car possibilité d'avoir des missions chez des gros clients. Donc, enrichissant pour le CV. Côté enrichissement pour l'expérience - ça dépend de la culture d'entreprise de chaque client. Télétravail accordé chez la plupart des clients. Managers plutôt sympa.",128
511,13,"Nov 15, 2019",J'ai travaillé chez Altran Group à temps plein,"- Missions loin du domicile et de vos compétences\n- Pas ou peu d'augmentation. Votre manager vous explique avec des trémolos dans la voix que personne n'a été augmenté cette année là, puis vous apprenez par des collègues qu'ils ont bien été augmentés. Votre manager se moque donc de vous, c'est mesquin et inacceptable.\n- Pas d'évolution.  Très difficile d'obtenir des formations. Obligé de justifier votre demande de...formation avec un manager qui ne sait même pas de quoi vous parlez.\n- Peu ou pas de marge de manœuvre sur l'avancement de carrière et sur le choix des missions\n- Pas de primes, pas d’intéressement..",Pas grand chose à signaler.,128
512,17,"Nov 7, 2019",Je travaille chez Altran Group à temps plein depuis plus de 8 ans,Des commerciaux qui se nomment managers,Acces a des grands comptes,128
513,21,"Nov 7, 2019",J'ai travaillé chez Altran Group à temps plein moins d'un an,pas ds'embauche direct en dessous de bac + 5,poste assez intéressent et formation.,128
514,17,"Nov 6, 2019",Je travaille chez Altran Group à temps plein depuis plus de 10 ans,peu de contact avec la société,découvrir une multitude de secteur au fil des missions,128
515,15,"Nov 6, 2019",Je travaille chez Altran Group à temps plein depuis moins d'un an,sentiment de vouloir être placé à tout prix lors de son intégration avec des Missions proposé pas forcément en adéquation avec ce que vous cherchez (ne pas hésiter à refuser),Salaire dans la moyenne\néventail de missions assez large\npossibilité de mobilité international\nrelation avec le team leader\nCE,128
516,17,"Nov 6, 2019",Je travaille chez Altran Group à temps plein depuis moins d'un an,pas de prime d'intéressements ni de participation,transport pris en charge a 100%,128
517,21,"Nov 5, 2019",Je travaille chez Altran Group à temps plein,"Salaire, manager pas présent, pas d'évolution",Ils ont de bons clients,128
518,17,"Nov 21, 2019",Je travaille chez Altran Engineering Solution à temps plein depuis plus d'un an,"Suivie inexistant, aucun contact a la fin du contrat",Bon salaire pour un premier emploi,130
519,13,"Nov 13, 2019",Je travaille chez Altran Engineering Solution à temps plein depuis moins d'un an,Managers incompétents. \nPas de projets en inter-contrat\nMissions avec un énorme temps de trajets\nAucun suivi des consultants,Salaire competitif pour les jeunes diplomés,130
520,15,"Nov 12, 2019",J'ai travaillé chez Altran Engineering Solution à temps plein plus d'un an,Altran technologie  plus de proximité,"Altran technologie Mutuelle, CE, TR",130
521,21,"Nov 6, 2019",Je travaille chez Altran Engineering Solution à temps plein depuis plus d'un an,il n y a pas de vrai suivi,il n y a pas des avantages,130
522,21,"Nov 2, 2019",Je travaille chez Altran Engineering Solution à temps plein depuis plus de 3 ans,Salaire/formation \nTurn over important de manager et de consultant \nEntreprise pas à l'écoute de ses salariés,Grande entreprise \nBeaucoup de missions,130
523,17,"Oct 22, 2019",Je travaille chez Altran Engineering Solution à temps plein,Salaire et augmentation à revoir,Missions Ambiance CE Montée en compétence,130
524,29,"Oct 7, 2019",J'ai travaillé chez Altran Engineering Solution à temps plein,Managers et ingénieurs d'affaires parfois indisponible.,"Entreprise stable avec de grands moyens, bon référencement client.",130
525,15,"Oct 4, 2019",Je travaille chez Altran Engineering Solution à temps plein,il faut être dynamique et avancer rapidement et efficacement,"La principale qualité c'est l'ambiance.  Mais aussi lécoute, et la disponibilité des responsables hiérarchique.",130
526,15,"Oct 2, 2019",J'ai travaillé chez Altran Engineering Solution à temps plein moins d'un an,"Prendre une mission qui corresponde bien à ses propres besoins, gare aux déconvenues !","Avec un diplôme suffisant, il est facile d'être débauché par Altran, facile alors de trouver du travail quand on ne sait pas encore ce qu'on recherche. L'entreprise est efficace et pertinente pour aider et guider les consultants avec tout un système bien rodé.",130
527,21,"Oct 1, 2019",Je travaille chez Altran Engineering Solution à temps plein depuis plus d'un an,"à l'exception des placement en mission il n'y a vraiment aucun accompagnemen de parcours de carriere, et les augmentation ne sont obtenue qu'en menaçant de partir",Altran offre de belle opportunité de monté en compétences et de valorisé votre profil,130
528,13,"Sep 29, 2019",J'ai travaillé chez Altran Engineering Solution à temps plein plus d'un an,"Aucune valorisation de l’être humain , aucune prise en compte de la qualité du travail, seul la quantité compte, pas d’intéressement, pas de participation, pas de primes, aucune confiance.\nAucune opportunité d’évolution.\nSalaire bien en dessous de la moyenne du marché. \nAucun équilibre vie privé et pro.\nPas de valeurs, pas de culture d’entreprise",Pass navigo remboursé à 100% et c’est tout,130
529,17,"Sep 23, 2019",Je travaille chez Altran Engineering Solution à temps plein depuis plus de 3 ans,Turn over trop important au niveau managériales pour réussir à faire une carrière et avoir un réel suivi \n\nDécision prise par la direction sans consultation des consultants implique souvent le mécontentement du client \n\nAbsence d’augmentation et d’intéressement \n\nGrosse bataille pour avoir des formations,Ticket restaurant \nCE\nPrime vacances \nMissions diverses,130
530,17,"Aug 22, 2019",Je travaille chez Altran Engineering Solution à temps plein,pas de stabilité et faible salaire,multiple mission dans de grand groupes,130
531,17,"Aug 2, 2019",Je travaille chez Altran Engineering Solution à temps plein,Le salaire est bas et les avantages des employés peu nombreux,C'est une bonne entreprise pour laquelle travailler. Elle propose des projets intéressants,130
532,17,"Jun 29, 2019",Je travaille chez Altran Engineering Solution à temps plein,Pression \nCharge de travail \nSalaire au début pas très élevé,Développement des connaissances et compétences (formations!)\nAvantages extra-legaux\nAmbiance,130
533,15,"Jun 19, 2019",Je travaille chez Altran Engineering Solution à temps plein depuis plus d'un an,"Evolution (carrière/salariale) médiocre\nLe management est assez bien, communication est quasi-absente","Contact direct avec le client, on arrive à comprendre de plus en plus les processus interne du client, on se sent une partie prenante de l'équipe et pas la relation client/prestataire.",130
534,13,"May 27, 2019",Je travaille chez Altran Engineering Solution à temps plein depuis plus d'un an,Rémunération faible\nPas de visibilité sur les déplacements\nPas de plan de carrière\nPeu d'évolutions,Déplacements à l'étranger\nDéveloppe la flexibilité,130
535,17,"Mar 20, 2019",J'ai travaillé chez Altran Engineering Solution à temps plein,"Missions trop courtes, management peu à l'écoute","Entreprise très moyenne, peu d'avantages",130
536,17,"Mar 8, 2019",Je travaille chez Altran Engineering Solution à temps plein,"On ne se sent pas Altran, la sensation d'être parfois considéré comme un contrat de prestation sur pattes","Salaire attractif, missions variées, bonne mutuelle",130
537,17,"Feb 12, 2019",Je travaille chez Altran Engineering Solution à temps plein,Ils recrutent mais refuse toutes les demandes d'augmentations sous couvert de prétextes ridicules.,"Des missions, un bon CE",130
538,13,"Feb 22, 2019",Je travaille chez Altran North America à temps plein,Manque de transparence envers les employés\nLa rémunération variable va à 100 % aux tout meilleurs employés.,Bon équilibre travail/vie privée \nAucun processus,131
539,21,"Feb 7, 2013",Je travaille chez Altran North America à temps plein depuis plus de 8 ans,- Aucune vision de ce qui est nécessaire pour être considéré comme un acteur de premier plan\n\n- plan d'affaire concentré sur un seul segment vertical\n\n- l'entreprise est totalement sur-administrée par des processus formels\n\n- querelles internes incessantes à propos des compétences entre USA et Inde\n\n- la réflexion en parallèle n'est pas appréciée,Compétences d’ingénierie à Gurgaon\n\nVolonté de s'améliorer,131
540,21,"Oct 17, 2019",Je travaille chez Altran Telnet à temps plein depuis plus d'un an,*Société de famille\n*Mal organisée\n*L'evolution de carrière ne dépend pas forcement de compétence \n*Projets peu intéressants \n*Absence de contribution de RH\n*Pas de visibilité,*Bonne ambiance entre collègues\n*Esprit d'équipe\n*Bonne rémunération par rapport au marché,132
541,29,"Dec 3, 2019",Je travaille chez Sephora à temps plein,Toujours plus avec toujours moins,"Avantages sociaux, TR, variable",133
542,29,"Nov 12, 2019",J'ai travaillé chez Sephora à temps plein,"Payer au smic, horaire , les clients , temp de pause","Les primes , les challenges, les cadeaux , les formations",133
543,17,"Oct 28, 2019",J'ai travaillé chez Sephora à temps partiel plus d'un an,"-Pas de commission\n-Maquillage complet obligatoire tous les jours\n-Se faire parler/dire quoi faire constamment dans le walkie-talkie\n-Beaucoup d’horaire « on call » (il faut appeler 2 heures avant le quart de travail prévu pour savoir si on travaille\n-Certains jours: maquillage spécifique obligatoire\n-Les vendeurs sont un peu infantilisés (très peu de droits/pouvoirs et traités comme des...voleurs\n-Pour entrer dans le magasin s’il est fermé (le matin), il faut appeler au magasin et attendre que quelqu’un ouvre la porte\n-Avant de sortir du magasin (pause/lunch/fin du quart de travail) les gérants doivent fouiller les sacs, manteaux, poches de ceux qui partent. Très invasif et peut parfois durer très longtemps (Par exemple, les gens qui ferment le magasin doivent partir tous en même temps donc attendre que tout le monde soit fouiller avant de partir) Peut aller jusqu’à 15 minutes non rémunérées\n-Obligé de faire des achats d’au minimum 50$ en magasin (sinon attends de vouloir autre chose)\n-Majorité du temps under staffed, on sert souvent 3 ou même 4 clients à la fois\n-Chaque client n’a droit qu’à un service de 15 minutes maximum mais interrompu ( donc on DOIT aller aider d’autres personnes en même temps), ce qui est très peu pour le client qui a besoin de plus d’aide\n-Les maquillages gratuits (partie du visage, essai d’un produit et complets (avec rendez-vous ) sont tous les deux faits avec les testers qui sont sur les étalages et à la portée de tous ( pas du tout hygiénique, très décevant surtout si le client paie pour le service)\n-Beaucoup de critique de la part des gérants","-Gratis (maquillage gratuit) presque chaque fois qu’on a une formation avec une marque\n-Rabais employé de 30% sur tout et 40% sur Sephora Collection\n-Développer une expérience en service à la clientèle et en ventes\n-Quelques formations hors magasin (4 en 1 an) pour apprendre les techniques de vente, les produits et les applications\n-Bonus (entre 3 et 9%) pour tout le monde environ chaque mois si les objectifs...sont atteints\nPossibilité de choisir des produits dans un panier si on vend beaucoup d’une certaine marque lors d’un événement\n-Parfois les marques amènent de la nourriture pour les employés \n-2 pauses payées de 15 minutes pour 9 heures de travail",133
544,29,"Oct 25, 2019",J'ai travaillé chez Sephora à temps plein plus de 3 ans,horaires parfois difficiles et salaire pas à la hauteur,"ambiance chaleureuse et familiale, beaucoup d'écoute",133
545,13,"Oct 17, 2019",Je travaille chez Sephora à temps plein depuis plus de 3 ans,"salaire, type de management, aucune reconnaissance, harcèlement moral.","dotation, 30% , cadeaux marques.",133
546,29,"Oct 8, 2019",Je travaille chez Sephora à temps plein depuis moins d'un an,Je n'ai pas d'inconvénients a signaler!,"superbe experience, bonne équipe et bonne entente",133
547,17,"Oct 6, 2019",J'ai travaillé chez Sephora à temps plein,Manager peu compétents et pas d'accompagnement RH,"Formateur, un plus sur le cv",133
548,29,"Oct 5, 2019",Je travaille chez Sephora à temps plein,Les horaires sont variables. Beaucoup de soirs et d’un de semaine,Salaire\nGratuites \nRabais \nAxes sur le développement,133
549,17,"Oct 5, 2019",Je travaille chez Sephora à temps plein depuis plus d'un an,Possibilité d'évolution quasi impossible sur un flagship,"Salaire, prime, avantage en nature",133
550,17,"Sep 30, 2019",J'ai travaillé chez Sephora à temps plein,"Horaires du commerce , ouverture le dimanche pour certains","Primes , tickets restaurants et cadeaux marqués",133
551,29,"Sep 30, 2019",J'ai travaillé chez Sephora à temps plein,Il n'y a pas d'inconvénients,International Excellence Innovation Développement Responsabilités,133
552,15,"Sep 17, 2019",Je travaille chez Sephora à temps plein,il faut savoir etre réactif,"avant gardiste, dynamique, créatif, challenge",133
553,17,"Sep 17, 2019",J'ai travaillé chez Sephora à temps plein,très politique à un certain niveaux,6jr de rtt et de nombreuses primes,133
554,29,"Sep 8, 2019",J'ai travaillé chez Sephora à temps partiel,position debout compliqué a tenir,relation avec le client avantageuse,133
555,15,"Sep 6, 2019",Je travaille chez Sephora à temps plein,"Peu de reconnaissance, trop d’économie sur le personnel","Avant-gardiste, dans l’actualité, fun, luxe, dans l’air du temps",133
556,21,"Aug 20, 2019",J'ai travaillé chez Sephora à temps plein,Quand a le goût du travail il faut fuir,"Briller en société ! \nPas besoin de bien travailler il suffit d’être belle, bien habillée et passablement odieuse",133
557,17,"Aug 15, 2019",Je travaille chez Sephora à temps plein depuis plus d'un an,"Mauvais salaire, pas de bons discount employé,","Temps plein avec bonne assurances, belle équipe,",133
558,15,"Jul 31, 2019",Je travaille chez Sephora à temps plein depuis moins d'un an,Heures de travail. Les inconvénients du Retail.,"Formations, équipes, tickets resto, primes",133
559,15,"Jul 29, 2019",J'ai travaillé chez Sephora à temps plein plus de 3 ans,Pression - Ambiance pas toujours top,Remises produits - Ventes privées - univers cosmétique,133
560,15,"Jul 18, 2019",J'ai travaillé chez Sephora à,Le fait que les personnes au dessus de reconnaisse pas tout le travail que nous sommes amener à faire quotidiennement.,"Si vous souhaitez travailler en équipe, faire partit d’une équipe souder pour atteindre les objectifs.",133
561,29,"Dec 9, 2019",Je travaille chez LVMH à temps plein depuis moins d'un an,Pas de salles de sport / douches accessibles aux alternants,"Tickets restaurant 200€, locaux modernes.",134
562,17,"Dec 5, 2019",J'ai travaillé chez LVMH à temps plein,culture d'entreprise peu moderne et assez malveillante,Marques exceptionnelles\nEcole de marketing\nMobilité internationale,134
563,17,"Nov 17, 2019",Je travaille chez LVMH à temps plein,"Salaire, perspectives d'évolution assez faible","Intéressent et participation avantageuse, cadre de travail agréable",134
564,15,"Oct 28, 2019",Je travaille chez LVMH à temps plein,Localisation et charge de travail,"Ambiance, flexibilité, salaire, horaires, projets",134
565,17,"Oct 28, 2019",Je travaille chez LVMH à temps plein depuis plus d'un an,"Le monde du luxe est assez particulier, les salariés font beaucoup d'horaires","Accès aux ventes de certaines maisons, bon CE, bonne mutuelle, participation à certains événements liés au groupe, bon salaire.",134
566,17,"Oct 9, 2019",J'ai travaillé chez LVMH à temps plein,La politique freine l'innovation et le developpement des talents,"L 'exigence et la culture de marque, tres formateur pour des junior",134
567,29,"Oct 7, 2019",Je travaille chez LVMH à temps plein,Peu d'inconvénients à souligner chez LVMH.,"Ouverture internationale, renommée, diversité des profils, du challenge, des défis!",134
568,29,"Sep 25, 2019",Je travaille chez LVMH à temps plein,Forte résilience et capacité de travail,Terrain de jeu sans limites,134
569,15,"Sep 18, 2019",Je travaille chez LVMH à temps plein depuis moins d'un an,"L'ambiance de travail peut être compliquée, tout dépend de l'équipe dans laquelle on tombe\nEquilibre vie privée/vie pro pas réellement respecté","Bonne rémunération, beaux produits sur lesquels travailler, prime d'intéressement",134
570,15,"Jun 20, 2019",Je travaille chez LVMH à temps plein,Horaires manque de dynamisme affaires,International Ambiance salaire carrière evolution,134
571,17,"Jun 7, 2019",Je travaille chez LVMH à temps plein depuis plus de 10 ans,Un groupe financier très exigeant,On acquière de l’expérience,134
572,15,"Jun 5, 2019",J'ai travaillé chez LVMH à temps plein plus d'un an,Pression élevée constante\nÉquilibre travail/vie privée\nSalaire,Intérêt du poste\nExposition\nDes moyens pour mener à bien vos projets\nDéveloppement de la flexibilité,134
573,29,"May 20, 2019",J'ai travaillé chez LVMH à temps plein,je n'ai pas trouvé d'inconvénient à travailler chez eux! j'ai passé plus de 9 ans dans des suprs conditions. Dior grossière le produit était reconnu par des modaux pointus,"luxe, rapide, bien fait, mondiale, équipe de gens pointu et motivé. J'ai eu la chance de voir la boite évolué très vite!",134
574,13,"May 3, 2019",J'ai travaillé chez LVMH à temps plein plus de 3 ans,"Très politique, beaucoup d'inefficacité et un manque de gestion des talents. Chacun s'occupe de soi. Le turnover au sein de la direction est important... ils partent principalement pour deux raisons : ils servent de bouc-émissaires ou sont dégoûtés.","Bons produits, des opportunités de travailler à l'extérieur de Paris...",134
575,17,"Apr 30, 2019",Je travaille chez LVMH à temps plein depuis plus de 5 ans,la direction ne porte rien,les collaborateurs sont très sympas,134
576,15,"Apr 28, 2019",Je travaille chez LVMH à temps plein,Taille de groupe et pression,"Carrière, Maisons de luxe, CE, goût de l’excellence, bienveillance.",134
577,15,"Apr 11, 2019",Je travaille chez LVMH à temps partiel,"Pas assez d’innovation, très hiérarchique","Salaire, temps de travail, mobilités",134
578,29,"Apr 10, 2019",Je travaille chez LVMH à temps plein,"Charge de travail, rythme intense, hiérarchie","Valeurs, management, prestige, qualité des marques",134
579,17,"Apr 9, 2019",J'ai travaillé chez LVMH à temps plein,grande boite et très hiérarchisée,ticket resto et bonne situation géographique des bureaux,134
580,13,"Apr 3, 2019",Je travaille chez LVMH à temps plein depuis moins d'un an,"salaire faible, aucune flexibilité, manque d'organisation, de transparence et de clareté",l'emplacement et la facilité pour integrer l'entreprise,134
581,15,"Apr 27, 2019",Je travaille chez Statkraft AS à temps plein,Silos. Doit s’ouvrir à davantage d’interactions et de collaboration entre les différentes équipes/compétences et interfaces.  \nAnalyste des risques,Une entreprise apte à se réinventer. Ouvrez-vous à un travail autonome et à de belles opportunités pour relever de nouveaux défis. Bonne ambiance et bonnes conditions de travail.,135
582,29,"Dec 11, 2019",J'ai travaillé chez Sparklane à temps plein plus de 5 ans,"beaucoup d'heure au boulot! une équipe a paris et une a nantes, pas évident",souplesse de travail ert salaire,137
583,15,"Feb 26, 2019",Je travaille chez Sparklane à temps plein depuis moins d'un an,"justement, parfois être coupés en 2 équipes (parisienne et nantaise)",une équipe sympa et sereine \nun cadre de travail agréable\nune technologie innovante\nune équipe nantaise et parisienne,137
584,13,"Jun 12, 2018",J'ai travaillé chez Sparklane à temps plein,Technologiquement il n'y sont pas du tout et la solution présentée relève plus de la fiction que de la réalité. L'intégration de bribes technologiques avec l'écosystème CRM et Mat est encore plus loin.,Sait faire beaucoup de communication et de marketing sur la data,137
585,29,"Apr 9, 2018",Je travaille chez Sparklane à temps plein depuis plus de 3 ans,"Faire preuve d’adaptabilité pour suivre efficacement les changements de stratégie, d'organisation.","-Participer au développement d'une technologie innovante\n-Proximité des services, interactions facilités\n-Management de terrain\n-Esprit et motivations des équipes au travail et en dehors (running, sorties etc.)\n-Environnement de travail : locaux,  café en grains offert, frigo connecté avec des bons petits plats à réchauffer, corbeille de fruit, baby-foot,  séminaires annuels (La Baule, Maroc !),  localisation.",137
586,15,"Apr 6, 2018",Je travaille chez Sparklane à temps plein,Pression du résultat mais logique,Bonne vision stratégique\nMarché innovant\nAmbiance stimulante\nEntreprise sur 2 sites (Nantes et Paris),137
587,29,"Apr 6, 2018",Je travaille chez Sparklane à temps plein depuis plus d'un an,Intensité de travail assez forte pour être très réactifs,"Entreprise très ambitieuse, beaucoup de défis à relever\nAmbiance très collaborative, dans et en dehors du travail\nBeaucoup de personnes très compétentes",137
588,15,"Apr 5, 2018",Je travaille chez Sparklane à temps plein depuis plus de 3 ans,Niveau d’exigence élevée \nRigueur importante attendue,Secteur attractif\nSolution très innovante\nDomaines d’intervention riches et variés\nPossibilité d'impacter réellement sur l'évolution des solutions,137
589,29,"Apr 5, 2018",Je travaille chez Sparklane à temps plein depuis plus de 3 ans,"Start-up: ça va vite, ça pivote, il faut parfois savoir s'adapter\nEquipe technique à Nantes séparée de l'équipe commerciale à Paris\nPetite structure avec parfois des problématiques de grande.","Confiance dans les collaborateurs\nLiberté dans les choix de technos\nChoix de techno innovante\nGros potentiel de croissance\nProblématiques data, intelligence artificielle, backend, frontend et infra super variés et intéressants.\nBonne ambiance de travail\nSuper locaux dans le centre de Nantes avec babyfoot, frigo Melchior et panier de fruits.\nOn peut y créer son poste et évoluer\nFlexible et sachant...s'adapter\nPetite strucutre\nConférances, talks, meetups, présence au Devfest\nSéminaires à l'étranger, afterworks, etc.",137
590,29,"Apr 5, 2018",J'ai travaillé chez Sparklane à temps plein plus de 3 ans,"il n'y a pas les avantages d'un grand groupe, ce qui est assez logique pour une PME","environnement, ambiance, produit, équipe, évolution",137
591,15,"Apr 5, 2018",Je travaille chez Sparklane à temps plein depuis plus d'un an,Un très haut niveau d'exigence,Travailler sur un projet ambitieux sur un marché émergent\nUn forte croissance en ligne de mire\nUne équipe dynamique et impliquée\nUn cadre agréable,137
592,13,"Feb 6, 2018",J'ai travaillé chez Sparklane à temps plein moins d'un an,Management tiré\nGros horaires de travail\nPlus orienté développement que recherche,Equipes jeunes et dynamiques\nBonne ambiance,137
593,13,"Jul 13, 2017",J'ai travaillé chez Sparklane à temps plein,"La direction n'a pas de de stratégie, cela change plusieurs fois dans l'année sur un coup de tête du président. Le management n'a pas d'expérience malgré les titres pompeux. Aucun respect des employés du niveau le plus bas.","Aucun avantage, les ticket restaurant sont au minimum, pas de prime ni d’intéressement.\nSi vous êtes développeur, l'ambiance est intéressante mais fausse et surjouée. Ce n'est pas une start-up juste une simple PME.",137
594,21,"May 14, 2017",J'ai travaillé chez Sparklane à temps plein,"Mauvais management, fort turnover, pas d'ecoute de la part de la direction, stratégie changeante tous les 6 mois","Un beau cadre de travail, des salariés soudés et très sympa, babyfoot, moyenne d'âge entre 30 et 40 ans",137
595,21,"Dec 12, 2019",Je travaille chez Manpower à temps plein depuis moins d'un an,"Pression commerciale, axé sur la quantité que la qualité",Avantage sur le CA de l'agence,138
596,29,"Nov 27, 2019",J'ai travaillé chez Manpower à temps plein,- l'emplacement des locaux se trouve dans un quartier où il n'ya pas grand chose autours,- CE attractifs\n- RTT\n- 13ème mois\n- Cantine,138
597,29,"Nov 26, 2019",Je travaille chez Manpower à temps plein,pas de remarque la dessus,"Entreprise bienveillante, équipe soudée et de nombreux moyens sont mis à disposition",138
598,15,"Nov 14, 2019",J'ai travaillé chez Manpower à temps plein,Salaire le 12 du mois comme tout les intérim,Plein de mission proposé \nUn bon CE\nApplication très utile,138
599,21,"Nov 5, 2019",J'ai travaillé chez Manpower à temps plein plus de 10 ans,Beaucoup de pression le chiffre et le principal élément moteur de l’entreprise quelque fois au détriment de l’humain,De bons Avantages CE et CCE,138
600,15,"Nov 3, 2019",Je travaille chez Manpower à temps plein depuis plus d'un an,Salaire de base très bas.,"Ils sont à l'écoute, rapidité d'exécution exemplaire, très compréhensif.",138
601,29,"Oct 23, 2019",J'ai travaillé chez Manpower à temps plein plus d'un an,Au niveau de service paie ils font toujours des erreurs aux niveau de paie,"Employeur très sérieux, à l'écoute , à recommander",138
602,15,"Oct 21, 2019",Je travaille chez Manpower à temps plein depuis plus de 3 ans,Amplitude horaire des heures de travail 8h-18h ac 2h de pause dejeunze,Ticket resto CE tres intéressant bcp de rtt,138
603,15,"Oct 14, 2019",J'ai travaillé chez Manpower à temps plein plus de 8 ans,Trop d'objectifs qui nous font nous écarter de notre mission principale qui est le recrutement et le conseil RH,Process\nActualités RH\nCE et avantages sociaux\nEthique\nEsprit d'équipe,138
604,21,"Oct 14, 2019",J'ai travaillé chez Manpower à temps plein,Ambiance et jeux politiques... à fuir,"Tout à apprendre, de beaux projets, de belles responsabilités",138
605,15,"Oct 12, 2019",Je travaille chez Manpower à temps plein,NULL,NULL,138
