id_avis,id_note,date_publication,contenu_avis,inconvenient,avantage,id_entreprise
193,21,13/07/2019,J'ai travaillé chez Smile Group à temps plein moins d'un an,Recrutement de juniors et difficulté à les placer en mission chez le client. Donc contrat rompu durant la periode d'essai. - Il faut 6 mois d'ancienneté et ne plus être en période d'essai pour bénéficier du télétravail (1 à 2 jours / semaine) - Prime de vacances incluse dans la rémunération fixe - Manque d'encadrement le manager n'est pas très présent. Il y a tout de même un suivi qui est fait.,Horaires flexibles - Très bonne ambiance entre collaborateurs (baby foot console de jeux sport) - Carte restaurant - Formations,92
194,15,12/07/2019,J'ai travaillé chez Smile Group à temps plein plus d'un an,Evolution salariale compliqué Pauvreté des offres en régie,Proximité avec le management Ambiance Familiale,92
195,15,06/06/2019,Je travaille chez Smile Group à temps plein depuis plus d'un an,Degré hiérarchique et délai de prise de décision,Bonne ambiance locaux agréables missions diversifiées,92
196,29,03/06/2019,Je travaille chez Smile Group à temps plein depuis plus d'un an,Une société qui grandit vite peut parfois représenter un inconvénient.,Travailler auprès d'experts reconnus dans un marché ouvert et dynamique c'est la garantie d'apprendre au quotidien et de participer à l'excellence dans l'open source. L'ambiance est également un des principaux avantages.,92
197,17,30/05/2019,Je travaille chez Smile Group à temps plein depuis plus de 5 ans,Locaux salaires travail en silos manque de visions sur les projets,Diversité des missions des collègues sympa une bonne ambiance la direction ne flic pas les employés,92
198,17,02/05/2019,Je travaille chez Smile Group à temps plein,Salaire Peu d'avantages Peu d'évolution de carrrière,Bonne ambiance de travail Cadre idéal pour apprentissage,92
199,17,25/04/2019,Je travaille chez Smile Group à temps plein depuis plus d'un an,L'entreprise ne se rend pas compte de la valeur de l'humain et n'encourage pas à rester. Gros turn-over management hasardeux lorsqu'il est présent aucun système de récompense salaire faible pas d'avantage peu d'outils on n'investi pas sur les outils. On tire sur la corde sur tous les sujets. Dommage et extrêmement dommageable pour le développement de l'entreprise.,Chez SMILE tout tient à la bonne ambiance. Des soirées des petits-déj des activités des pics-niques des jeux des apéros des challenges ... Bref j'en passe il fait vraiment bon vivre chez SMILE. La force de l'entreprise repose sur ces collaborateurs. Il y a encore un esprit d'entreprise familiale de PME malgré la croissance externe et le passage à près de 1000 collaborateurs.,92
200,29,24/04/2019,J'ai travaillé chez Smile Group à temps plein,localisation de Smile à Asnieres,Bonne communication avec les clients,92
201,17,11/04/2019,Je travaille chez Smile Group à temps plein depuis moins d'un an,Pas de Prime CE pas intéressant,Bonne Ambiance Evenement RH,92
202,21,01/04/2019,Je travaille chez Smile Group à temps plein depuis plus d'un an,Mauvaise rémunération par rapport au marché de l'emploi toulousain. Beaucoup de turn-over (d'où la jeunesse de l'équipe). Aucune prime. Peu de participation/intéressement. Peu d'avantages CE. Difficultés à coopter car grilles trop basses par rapport au marché actuel. Peu de considération quant à l'investissement des employés. Réunions d'agence le soir. Peu de RTT. Demande d'excellence technique sans...contrepartie financière.,Facilité à travailler sur des projets techniques. Test technique à l'embauche poussé. Collègues jeunes et sympatiques Facilité à se faire embaucher chez son client lors de missions en AT.,92
203,15,13/02/2019,Je travaille chez Smile Group à temps plein depuis plus d'un an,Les salaires sont bas !,Une bonne ambaince de travail des équipes jeunes et dynamique. Une hierarichie accessible pour la plupart des équipes. Des évènements top organisé par les Ressources Humaines,92
204,21,07/02/2019,J'ai travaillé chez Smile Group à temps plein,pas d'encadrement / trop de jeunes et de non expérimenté,l'ambiance sur les différents plateaux,92
205,17,01/02/2019,Je travaille chez Smile Group à temps plein,Les salaires sont bas et souvent nous avons peu de moyens pour réaliser nos missions.,L'ambiance générale est très sympathique. Les smiliens sont adorables et accueillants.,92
206,17,25/01/2019,Je travaille chez Smile Group à temps plein depuis moins d'un an,Faible évolution de la rémunération,stabilité et très bonne ambiance,92
207,15,04/12/2019,Je travaille chez Cegedim à temps plein depuis plus de 5 ans,un peu en mode startup,taille de l'entreprise CE intéressement et participation,93
208,17,22/11/2019,J'ai travaillé chez Cegedim à temps plein,Pas de prime ou avantages - Mission pas très adéquate au profil,Agilité - Proximité des équipes dev fonctio,93
209,17,08/11/2019,Je travaille chez Cegedim à temps plein,pas d’inconvénients pour ma part,horaires tickey resto emplacement,93
210,21,06/11/2019,Je travaille chez Cegedim à temps plein,Peu industriel mais de formation,Equipe a Taille humaine souple qui de l'avenir,93
211,29,23/10/2019,Je travaille chez Cegedim à temps plein depuis plus de 10 ans,Certaines méthodes de management qui datent un peu,Multitude d'entités et de projets qui permet de ne pas tomber dans la routine - Entreprise en constante évolution technologique,93
212,21,22/10/2019,J'ai travaillé chez Cegedim à temps plein,Organisation en mode transformation digitale sans la véritable agilité indispensable à sa réussite en conséquence beaucoup de stress.,De nombreuses opportunités dans des métiers variés,93
213,17,19/10/2019,Je travaille chez Cegedim à temps plein,Stress Transformation en SSII côté Projets,Compensation ADN Fondation Innovation Workplace,93
214,13,20/09/2019,J'ai travaillé chez Cegedim à temps plein moins d'un an,Pas de mobilité interne sauf pour certains bien vus Politique RH déplorable : on préfère embaucher des juniors plutôt que de garder ses salariés Experts propulsés managers Pas d’augmentations pas de possibilité d’en parler Direction (agence) hautaine et à la limite du mépris Démissions en masse,Bonne ambiance Collègues agréables Localisation Télétravail Intéressement participation (faibles) Formation paie assez complète,93
215,15,16/09/2019,Je travaille chez Cegedim à temps plein depuis moins d'un an,Aucun inconvenient. Rien de négatif à dire.,Très bon manager. Sujets très intéressants. Équipe dynamique.,93
216,15,11/09/2019,Je travaille chez Cegedim à temps plein,convention collective des industries pharmaceutiques,Bonne ambiance entreprise ayant des valeurs humaines évolution de carriere,93
217,21,04/09/2019,Je travaille chez Cegedim à temps plein depuis moins d'un an,NULL,NULL,93
218,29,20/07/2019,Je travaille chez Cegedim à temps plein depuis plus d'un an,NULL,NULL,93
219,17,04/07/2019,Je travaille chez Cegedim à temps plein,NULL,NULL,93
220,29,25/06/2019,Je travaille chez Cegedim à temps plein depuis moins d'un an,NULL,NULL,93
221,29,05/06/2019,Je travaille chez Cegedim à temps plein,NULL,NULL,93
222,29,23/05/2019,Je travaille chez Cegedim à temps plein depuis plus de 3 ans,NULL,NULL,93
223,13,20/05/2019,J'ai travaillé chez Cegedim à temps plein plus de 5 ans,NULL,NULL,93
224,17,17/05/2019,J'ai travaillé chez Cegedim à temps plein plus d'un an,NULL,NULL,93
225,17,04/05/2019,J'ai travaillé chez Cegedim à temps plein plus de 5 ans,NULL,NULL,93
226,21,30/04/2019,J'ai travaillé chez Cegedim à temps plein moins d'un an,NULL,NULL,93
227,15,06/12/2019,J'ai travaillé chez Groupe Creative à temps plein plus d'un an,CE quasi inexistant Mutuelle un peu faible par rapport au grand groupe. TR 7€ Stricte Minimum de RTT Pas d'intéressement Peu de formation,A Mérignac : Proximité manager Ecoute Salaire correct Bonne ambiance Evénements after work Choix des missions,94
228,17,17/10/2019,Je travaille chez Groupe Creative à temps plein depuis moins d'un an,CE pas très intéressent,Les salaires sont intéressants pour les débuts avec expériences. La mutuelle est assez intéressante.,94
229,29,03/09/2019,Je travaille chez Groupe Creative à temps plein depuis moins d'un an,Télétravail inexistant régie obligatoire (pour l'instant),Ecoute Projet intéressant Evolution technique,94
230,17,06/08/2019,Je travaille chez Groupe Creative à depuis moins d'un an,.... .... .... .... ....,carte restaurant remboursement 50% transport,94
231,29,20/08/2018,Je travaille chez Groupe Creative à temps plein,Moins de projets à l'agence que chez les clients,A l'écoute des souhaits missions toujours en rapports avec le projet personnel permet une bonne progression avec un soutient fort,94
232,15,31/01/2018,Je travaille chez Groupe Creative à temps plein,Croissance importante qui peut parfois déstabiliser l'organisation,Société à taille humaine. Direction accessible et à l'écoute.,94
233,13,06/01/2018,J'ai travaillé chez Groupe Creative à temps plein moins d'un an,Réalité sans rapport avec le discours tenu pour vous faire venir. Les valeurs présentées sont totalement bidons. Attention ne vous faites pas avoir...,CE sans grand intérêt identique à ce qu'on peut trouver ailleurs pour une société de cette taille.,94
234,15,28/11/2017,Je travaille chez Groupe Creative à temps plein,Salaire moyennement élevé comparé aux concurrents,Groupe agréable Commerciaux à l'écoute des employés,94
235,13,10/12/2019,J'ai travaillé chez Robert Half à temps plein,équipe de zinzins des incompétents imbus d'eux mêmes sans aucune qualité managériale.,Aucuns avantages à être chez eux à part le véhicule de fonction au bout d'un an et demi d'ancienneté. Encore faut-il les atteindre.,95
236,15,05/12/2019,Je travaille chez Robert Half à temps plein depuis moins d'un an,L'inconvénient est comme toutes les agences d'intérim la date de paiement des salaires.,Tout les postes qui m'ont étés proposées correspondait à mes attentes. L'équipe est professionnelle sympathique et à l'écoute. Robert half est pour ma part la meilleure agence d'intérim avec qui jai travaillé.,95
237,17,13/11/2019,J'ai travaillé chez Robert Half à temps plein plus de 3 ans,Peu voire pas de possibilité d'évolution - Le management ne cherche pas à faire évoluer son personnel - Peu de transparence en terme de feedback (feedback vague),Flexibilité - Fêtes/événements - Reconnaissance - Bonne atmosphère de travail,95
238,15,03/11/2019,Je travaille chez Robert Half à temps plein depuis plus de 3 ans,Pression quotidienne Investissement demandé Micromanagement Équilibre vie privée et professionnelle Peu de flexibilité,Job passionnant et varié Responsabilités Package salarial Bonus élevés Notoriété Possibilités d'évolution Méritocratie,95
239,15,31/10/2019,Je travaille chez Robert Half à temps plein depuis moins d'un an,Un matériel un peu vieillissant (ordinateur téléphone). Un matériel plus moderne pourrait permettre une meilleure réactivité et une aisance quotidienne dans les taches à éffecuer,Une intégration rapide et une équipe humble qui s'entraide. De bonnes formations et des responsables très pédagogues. Une intégration rapide tant dans l'équipe que dans les process,95
240,29,30/10/2019,Je travaille chez Robert Half à temps plein depuis moins d'un an,Aucun tout est simple et efficace,Horaire Flexible Défis continuels Réussite,95
241,29,24/10/2019,Je travaille chez Robert Half à temps plein depuis plus d'un an,Pas d'inconvénients qui puissent être gênant dans le travail le bien-être ou l'évolution des collaborateurs.,Un excellent cadre de travail et une bonne ambiance. Des managers transparents et à l'écoute. Un vrai accompagnement dans le succès des collaborateurs.,95
242,15,24/10/2019,Je travaille chez Robert Half à temps plein depuis moins d'un an,Le challenge est présent au quotidien. Pour que les consultants atteignent leurs objectifs on leur confie tous les outils nécessaires.,L'esprit d'équipe est très important dans le cabinet. Très bonne ambiance de travail !,95
243,15,17/10/2019,Je travaille chez Robert Half à temps plein depuis plus de 8 ans,Salaire Pas de CE Pas de chèque vacances Pas de restaurant d'entreprise Pas de participation Pas de 14 ème mois,Salaire Tickets restaurant 13 ème mois pour les non cadres RTT Esprit d'équipe Team Building Repas /convivialité,95
244,17,26/09/2019,J'ai travaillé chez Robert Half à temps plein moins d'un an,Les salaires sont bas comparés à la moyenne/ marché du travail. Beaucoup de turn over ce qui peut être perturbant au travail.,Prime en juillet et janvier ticket restaurant cuisine avec micro onde et lave vaisselle,95
245,29,03/07/2019,Je travaille chez Robert Half à temps plein depuis plus de 3 ans,Manque de flexibilité sur les horaires,Société qui sait challenger ses collaborateurs donne toutes les clés pour faire monter en compétence les équipes beaucoup d'évolutions et de promotions en interne ! Du dynamisme des équipes soudées de l'envie et de nombreux outils mis en places en interne (tablettes locaux...),95
246,29,03/07/2019,Je travaille chez Robert Half à temps plein depuis plus de 5 ans,Manque de flexibilité sur les horaires Les locaux sont très sympas mais un peu petit,Variable intéressant Carrière au mérite Proximité des managers qui sont à l'écoute des équipes Progression rapide Beaucoup de formation et d'accompagnement,95
247,29,03/07/2019,Je travaille chez Robert Half à temps plein depuis moins d'un an,Très peu. Nous avons beaucoup de moyens de communication nous avons l'habitude de travailler à distance bien que parfois ce ne soit pas simple.,Robert Half c'est un grand groupe des process un vrai encadrement des possibilités d'évolution de carrière des métiers enrichissants... Et comme dit en titre une belle équipe en local et un grand groupe qui vient en soutien de l'activité au quotidien !,95
248,15,03/07/2019,Je travaille chez Robert Half à temps plein depuis plus d'un an,Flexibilité (pas de télétravail),Environnement dynamique et challengeant belles possibilités d'évolution esprit d'équipe notoriété du groupe,95
249,29,03/07/2019,Je travaille chez Robert Half à temps plein depuis moins d'un an,Tout va très vite mais c'est plutôt un avantage on ne s'ennuie jamais!!,L'expertise nous intervenons sur un scope métier définit avec une méthode éprouvé. Ça permet de devenir un expert sur sa fonction et de mettre ce savoir faire au service du client.,95
250,29,03/07/2019,Je travaille chez Robert Half à temps plein depuis moins d'un an,Un milieu challengeant et une forte concurrence,Des locaux magnifiques une équipe bien soudée des managers à l’écouté,95
251,29,03/07/2019,Je travaille chez Robert Half à temps plein depuis plus d'un an,Si vous cherchez un poste ennuyant et une mauvaise équipe fuyez! :),C'est avec plaisir que chaque matin depuis plus d'un an et demi je me lève pour travailler chez Robert Half. C'est une entreprise à taille humaine où règne bonne ambiance convivialité esprit d'équipe confiance entraide... Tous est mis en oeuvre dès notre arrivée pour que notre intégration se passe bien. De plus nous sommes suivis et formés pour nous permettre d'atteindre nos objectifs et nous sur notre poste.,95
252,29,03/07/2019,Je travaille chez Robert Half à temps plein depuis plus d'un an,Un travail fait pour les challengers!,Accompagnement Carrière Contact Opportunités Diversité,95
253,29,03/07/2019,Je travaille chez Robert Half à temps plein depuis plus d'un an,aucun inconvénient à donner pour le poste que j'occupe.,Entreprise qui recrute des personnalités et qui vous fait confiance! De nombreuses opportunitées à saisir un accompagnement des managers et une écoute sans limite!,95
254,15,19/06/2019,Je travaille chez Robert Half à temps plein depuis plus de 3 ans,Doit encore travailler sur plus de flexibilité pour ses salariés (télétravail par exemple).,Une entreprise dynamique qui vous donne votre chance. Des possibilités d'évolutions rapides. Equipe jeune.,95
255,15,18/10/2019,J'ai travaillé chez Lacoste à temps plein plus d'un an,NULL,NULL,96
256,13,17/10/2019,J'ai travaillé chez Lacoste à temps plein plus de 3 ans,NULL,NULL,96
257,13,14/10/2019,J'ai travaillé chez Lacoste à temps plein,NULL,NULL,96
258,17,12/09/2019,Je travaille chez Lacoste à temps plein,NULL,NULL,96
259,17,26/07/2019,Je travaille chez Lacoste à,NULL,NULL,96
260,15,18/07/2019,Je travaille chez Lacoste à temps plein,NULL,NULL,96
261,15,16/07/2019,Je travaille chez Lacoste à temps plein,NULL,NULL,96
262,15,19/06/2019,J'ai travaillé chez Lacoste à temps plein,NULL,NULL,96
263,15,17/04/2019,Je travaille chez Lacoste à temps plein depuis plus de 3 ans,NULL,NULL,96
264,15,20/03/2019,J'ai travaillé chez Lacoste à temps plein,NULL,NULL,96
265,17,06/03/2019,Je travaille chez Lacoste à temps plein,Manque de transparence de culture du feedback,Marque équipes jeunes et dynamiques,96
266,17,27/02/2019,J'ai travaillé chez Lacoste à temps plein,Très épuisant... Très repetitif ranger ranger et encore ranger. Ce n'est pas necessaire de conseiller les clients en general ils savent deja ce qu'ils veulent.. C'est dommage.,Bonne ambiance entre les salariés. Tickets restaurants.,96
267,29,12/02/2019,J'ai travaillé chez Lacoste à temps plein plus d'un an,Il faut savoir gérer ses projets. Vous pouvez facilement faire du temps supplémentaires si vous ne savez pas dire non.,Esprit d'équipe Travail à l'interntional Team building Formation,96
268,13,01/02/2019,J'ai travaillé chez Lacoste à temps plein,Une culture des chiffres mais pas de l'humain,Juste le nom !!! Salaire. De beaux produits mais à quel prix ?,96
269,15,22/01/2019,J'ai travaillé chez Lacoste à temps plein,Désorganisation (entreprise en transformation) et politique interne.,Belle marque ambiance générale défis et challenges. Braderies et réductions intéressantes.,96
270,17,15/10/2018,Je travaille chez Lacoste à temps partiel,Mauvaise equipe et aussi ambience,Bonne équipe ainsi qu'un bon lieu de travail,96
271,15,23/07/2018,J'ai travaillé chez Lacoste à temps partiel,Gestion RH/paie hasardeuse et équipes supports souvent déconnectées de la réalité des magasins.,Produit iconique marque historique avec un très bon story telling. De jolies remises en boutique.,96
272,15,22/05/2018,J'ai travaillé chez Lacoste à temps plein,Beaucoup de maintient quotidien et peu de development,Entreprise formatrice avec une structure interessante,96
273,17,30/03/2018,J'ai travaillé chez Lacoste à temps plein plus d'un an,Les heures pas toujours repsectes,Carte ticket restos au top de bonnes primes,96
274,21,29/03/2018,Je travaille chez Lacoste à temps plein depuis plus d'un an,ambiance de travail très peu de valeur ajoutée peu de place pour l'initiative,nombreux projets locaux et globaux,96
275,15,15/06/2017,J'ai travaillé chez Lacoste Traiteur à temps plein,NULL,NULL,98
276,17,05/09/2016,J'ai travaillé chez Lacoste Traiteur à plus de 5 ans,NULL,NULL,98
277,15,11/03/2019,J'ai travaillé chez CGIAR à plus d'un an,C'ÉTAIT UN LIEU IMPRESSIONNANT. AUCUN DESAVANTAGE QUE JE PEUX DIRE,Assurance Télétravail Flexibilité et aménagement des horaires,99
278,17,10/07/2018,Je travaille chez CGIAR à temps plein depuis plus d'un an,Trop de politique de gaspillage et rétrograde,Des gens formidables travaillent au CGIAR,99
279,21,12/08/2016,Je travaille chez CGIAR à temps plein depuis plus de 3 ans,Sous-effectif permanent pas d'investissement dans les infrastructures changement fréquents de priorités ou même de stratégie,Salaires confortables mais qui compensent une forte précarité et une mutuelle médiocre,99
280,17,05/12/2019,Je travaille chez Volvo Group à temps plein depuis plus de 3 ans,Procédures super lents et lourdes,Groupe international avec vrai diversité,100
281,17,23/11/2019,Je travaille chez Volvo Group à temps plein depuis plus de 8 ans,RH peu performante notamment pour gérer les profils internationaux . Activite dependante de la bonne sante de l'economie,Hierarchie plate. Presence mondiale. Diversite des activites entre camion bus engins de chantier moteurs etc,100
282,15,15/09/2019,Je travaille chez Volvo Group à temps plein depuis plus de 10 ans,Je n'en vois pas énormement sauf ceux d'une grosse boite avec le siège à l'étranger.,Equilibre vie privé/ pro. Respect. Autonomie. Bonne ambiance au travail.,100
283,29,11/09/2019,Je travaille chez Volvo Group à temps plein,latence dans les décisions,évolution profesionnelle équilibre vie privée/vie pro respect de la diversité,100
284,15,05/09/2019,J'ai travaillé chez Volvo Group à temps plein,l'ambiance dépend vraiment des services dans lesquels on atterrit,dimension internationale - avantages rémunération / CE ...,100
285,15,23/08/2019,J'ai travaillé chez Volvo Group à temps plein moins d'un an,Un peu loin du centre ville,Environnement très international bon salaire bonne ambiance,100
286,15,15/08/2019,Je travaille chez Volvo Group à temps plein,Il n'y a pas vraiment d'inconvénient notable,Mobilité facile. Contexte à l'international,100
287,15,08/06/2019,Je travaille chez Volvo Group à temps plein depuis plus de 3 ans,Management à la suédoise - Ne pas oublier le facteur humain,Groupe international - Diversité des activités et métiers proposés - Réseau WIN - Women Inclusion Network - Innovation forte,100
288,17,06/06/2019,Je travaille chez Volvo Group à temps plein depuis plus de 10 ans,reorganisation trop frequentes politique plus important que performance,postes varies dans differents metiers,100
289,29,26/03/2019,Je travaille chez Volvo Group à temps plein depuis plus d'un an,Le manager nous guide peu.,Autonomie Polyvalence challenge independance vie privé,100
290,15,20/02/2019,J'ai travaillé chez Volvo Group à temps plein,Le salaire est légèrement inférieur à la moyenne Il est difficile de faire évoluer sa carrière verticalement,L'équilibre travail-vie privée L'atmosphère particulièrement agréable Les processus et outils d'achat de référence,100
291,29,18/02/2019,Je travaille chez Volvo Group à temps plein depuis plus de 10 ans,La culture suédoise du consensus rend le processus de décision parfois très lent et lourd ce qui peut créer des frustrations,Tous les plus d'une grande entreprise internationale - opportunités de mobilité interne (on peut rester des années voire décennies tout en changeant de job régulièrement) travailler avec des collègues du monde entier des projets passionnants dotés de moyens importants des possibilités de formation / dévelopemment un package rému / avantages au dessus de la moyenne du secteur un soucis de former les managers au...leadership etc Une influence suédoise forte qui donne une culture dans l'ensemble respectueuse de lhumain où les collaborateurs ont la parole plutot un bon équilibre vie pro / perso,100
292,17,13/01/2019,Je travaille chez Volvo Group à temps plein,Difficulté de naviguer dans cette grande organisation si vous débutez dans l'entreprise,Bonnes qualités de direction et de gestion,100
293,15,23/09/2018,Je travaille chez Volvo Group à temps plein,Le processus de prise de décision est parfois lent,Ambiance agréable possibilités de développement personnel environnement de travail flexible bonne culture d'entreprise,100
294,15,16/06/2018,Je travaille chez Volvo Group à temps plein depuis moins d'un an,Processus de prise de décision très lent parfois trop familial au lieu d'être un groupe mondial compétitif pas assez d'outils automatisés.,Bon équilibre entre vie professionnelle et vie privée stimulant formation et développement personnel bien accompagnés diversité culturelle stratégie globale valeurs du groupe culture nordique.,100
295,17,03/06/2018,J'ai travaillé chez Volvo Group à temps plein plus de 10 ans,Baisse de la confiance et de la satisfaction au cours des dernières années en raison des nombreuses réorganisations et sous-traitances. Le développement de carrière n'est pas transparent. Trop de politiques liées aux possibilités de carrière.,Entreprise international. La culture est assez bonne. Formations sont assez faciles à obtenir. Organisation plane. Respect de la part des gestionnaires directs.,100
296,29,09/05/2018,Je travaille chez Volvo Group à temps plein,-,logistique SAP weCare MS Office suédois,100
297,15,17/03/2018,J'ai travaillé chez Volvo Group à temps plein,Trop de process et de réorganisations,Possibilités de développement de carrière,100
298,29,01/03/2018,Je travaille chez Volvo Group à temps plein,La lenteur de certaines décisions ou de certains investissement. La dynamique qui n'est pas toujours au rendez vous,Entreprise dynamique avec carrière et évolutions motivatantes. Un grand groupe donc une certaines rigueur dans les process,100
299,17,09/02/2018,J'ai travaillé chez Volvo Group à temps plein plus d'un an,Certaines décisions de l'encadrement la politique de ressources humaines,Une bonne ambiance de travail des collègues sympathiques,100
300,15,02/04/2019,J'ai travaillé chez Volvo Trucks à temps partiel plus d'un an,C est Pas très bien organise,Une bonne production de l’entreprise,101
301,15,04/02/2019,J'ai travaillé chez Volvo Trucks à temps plein plus d'un an,certain manager sont pas du tout à l'ecoute et cherche que le resultat,Tres bon environement bonne paye beaucoup d'avantages CE cadre de travail agreable,101
302,15,18/10/2018,J'ai travaillé chez Volvo Trucks à temps plein,Processus lent de la part des ressources humaines,Endroit où il fait bon travailler. Des gens sympas.,101
303,29,15/10/2018,J'ai travaillé chez Volvo Trucks à temps plein plus de 10 ans,pas très inclusif lorsque l'on est pas de l'entreprise,culture forte autour du produit et de la performance,101
304,15,24/02/2018,J'ai travaillé chez Volvo Trucks à temps partiel plus d'un an,Lieu / Passif / Carrière / Non-Dynamisme /,Grand groupe / International / Bonus / Personnel / Salaire,101
305,15,20/12/2017,J'ai travaillé chez Volvo Trucks à temps plein,changement des responsables à tous moment pas beaucoup de formation,bonne rémunération travaille d’équipe aptitude apprendre des initiatives,101
306,17,11/04/2017,J'ai travaillé chez Volvo Trucks à,Non cadrage pour avoir un vrai sujet de stage donc au stagiaire de découvrir les problèmes et proposer des sujets à développer.,GTO Logistics Services : très formateur et enrichissant pour un stage 6 mois. Intéressant pour ceux qui veulent connaitre le fonctionnement des grands groupes. Bonne ambiance et accueil chaleureux des employés.,101
307,13,14/06/2015,Je travaille chez Volvo Trucks à temps plein depuis plus de 10 ans,Aucune stratégie à long terme si ce n'est que des plans de licenciement a répétition. Board d'actionnaires sous la domination nocive de Cevian.,Entreprise internationale pouvant offrir différentes opportunités au sein du groupe.,101
308,29,11/02/2013,J'ai travaillé chez Volvo Trucks à temps plein plus de 3 ans,La bureaucratie dans une organisation si grande ralentit parfois le travail.,Des opportunités de carrière et présent partout dans le monde. Une expérience enrichissante avec un accès rapide à des responsabilités. Employeur équitable.,101
309,15,15/05/2019,Je travaille chez Volvo Cars à temps plein depuis plus de 5 ans,Évolution de revenu pas adapté,Département de confiance avec évolution,102
310,15,29/01/2017,Je travaille chez Volvo Cars à temps plein depuis plus de 10 ans,Reconnaissance salariale et perspective d'evolution,Culture d'entreprise et perspective produit,102
311,15,27/11/2018,Je travaille chez Volvo Construction Equipment à temps plein depuis plus de 10 ans,Environnement très politique luttes d'influences management débordé.,Travailler pour un grand groupe de grande renommée tout en profitant de l'agilité d'une structure locale de taille raisonnable.,103
312,15,16/01/2018,J'ai travaillé chez Volvo Construction Equipment à temps plein plus de 3 ans,Cela peut prendre du temps avant de vraiment changer les choses et d'apporter un impact.,Opportunités internationales et très bon équilibre entre travail et vie privée Possibilités de développement personnel pour ceux qui souhaitent évoluer.,103
313,13,21/09/2017,Je travaille chez Volvo Construction Equipment à temps plein,C'était beaucoup mieux avant. Constamment sur le déclin. Tout tourne autour du résultat. Manque d'orientations. Faible reconnaissance micro-gestion aucune confiance entre les services et rien n'est fait pour améliorer les choses. Licenciements réguliers. Certains directeurs peuvent ne montrer aucune empathie ou respect. Pas une culture de travail d'équipe et de performance.,Belley est un endroit où il fait bon vivre. Entouré de nature dans un environnement calme. Bon équilibre entre travail et vie privée La plupart des employés sont des personnes aimables avec des valeurs d'expérience et compétentes.,103
314,15,04/12/2016,J'ai travaillé chez Volvo Information Technology à temps plein,Certains anciens sont là depuis très longtemps et ne veulent pas vraiment accepter le changement.,Culture suédoise bon équilibre entre vie professionnelle et vie privée,104
315,15,11/03/2015,J'ai travaillé chez Volvo Information Technology à temps plein plus d'un an,Des moyens budgétaires parfois limité - Gel des nouveaux CDD et CDI,Culture d'entreprise atypique et positive - Esprit d'équipe esprit d'entreprise - Travail réellement global et international,104
316,15,18/05/2012,Je travaille chez Volvo Information Technology à,La couche des cadres moyens est figée (certains managers occupent la même position depuis plus de 15 ans). Les salaires sont inférieurs à la moyenne du marché. Il est parfois difficile de travailler avec le QG.,Le management laisse une grande autonomie. Beaucoup d'opportunités de travailler avec des personnes très différentes partout dans le monde. Grands défis à relever.,104
317,13,23/09/2019,J'ai travaillé chez Feu Vert à temps plein,RH inhumains manager débordée et incapable de gérer son équipe correctement. A fuir,Je cherche encore des avantages....,105
318,17,03/03/2019,Je travaille chez Feu Vert à temps plein depuis plus de 10 ans,Le salaire ne suit pas l ancienneté,13 mois chèque vacances chèque déjeuner,105
319,17,15/01/2019,J'ai travaillé chez Feu Vert à plus d'un an,peu d'avantages et rémunération basse,culture d'entreprise à taille humaine,105
320,15,07/08/2018,Je travaille chez Feu Vert à temps plein depuis moins d'un an,restructuration sur tout les services.,Bonne condition de travail équipe à l'écoute nous donne les moyens de réussir.,105
321,13,24/06/2018,Je travaille chez Feu Vert à temps plein depuis moins d'un an,Pas de CE correct juste un site de reduction,Les primes sur objectif sont correct,105
322,17,24/04/2018,Je travaille chez Feu Vert à,Pression manque de culture d'entreprise,Cette entreprise demande une grande polyvalence et cela permet de diversifier ses tâches quotidiennes.,105
323,13,02/04/2018,J'ai travaillé chez Feu Vert à temps plein,Salaire de misère peu d'estime pour le personnel,Bonne couverture santé 13eme mois,105
324,15,28/01/2018,Je travaille chez Feu Vert à temps plein depuis plus de 5 ans,Trop de polyvalence exigée au détriment de l’expertise métier. Management axé sur le CA et les indicateurs économiques ne favorisant pas au premier abord la satisfaction collaborateur / client.,Travail d’équipe tickets restaurant mutuelle CE cheques cadeaux avantages sur prix pièces/équipement. Possibilités d’évolution rapide si fort investissement et résultats significatifs.,105
325,15,26/01/2018,Je travaille chez Feu Vert à temps plein depuis plus de 5 ans,Manque de reconnaissance par la direction Feu vert. Salaire plutot bas pour de fortes responsabilitées,Possibilité d'évoluer rapidement avec de bon avantages pour les salariés ( CE mutuelle achat perso),105
326,13,05/11/2017,J'ai travaillé chez Feu Vert à temps plein plus de 5 ans,Le niveau de rémunération est faible pour les techniciens. Pour l'encadrement les conditions de travail dépendent beaucoup trop de l'humeur et de la vision du directeur opérationnel,feu vert est un entreprise avec un maillage nationale qui permet de pourvoir trouver un emploi non loin de son domicile,105
327,21,22/10/2017,J'ai travaillé chez Feu Vert à,Les salaires ne sont pas élevés,Le milieu automobile est intéressant et enrichissant,105
328,15,05/10/2017,J'ai travaillé chez Feu Vert à temps plein,Manque de diversification et changement,CE Locaux professionnalisme et ambiance de travail,105
329,29,25/08/2017,J'ai travaillé chez Feu Vert à temps plein plus de 5 ans,Une culture grande distribution de feu vert est fortement ancrée ce qui rend l'entreprise peu flexible pour saisir les opportunités que peuvent lui offrir certains marchés.,Une procédure validée et écrite pour toutes les action à entreprendre. Travail en groupe inter-services,105
