OBJECT_ID;TYPE_FICHIER;colonne;valeur
215;LINKEDIN_EMP;niveau_hierarchique;Premier emploi
215;LINKEDIN_EMP;date_posted;2019-12-08T13:10:43.000Z
216;LINKEDIN_EMP;libelle_emploi;DATA ANALYST JUNIOR H/F
216;LINKEDIN_EMP;entreprise;Feu Vert
216;LINKEDIN_EMP;ville;Lyon, FR
216;LINKEDIN_EMP;texte;Description du poste Métier Siège Social (69Ecully)Etudes Statistiques et Pricing Intitulé du poste DATA ANALYST JUNIOR H/F Contrat CDI Temps de travail Temps complet Statut Agent de maîtrise Description de la mission Bienvenue chez Feu Vert ! Nous possédons plus de 40 ans d'expérience dans le monde de l'équipement et de l'entretien automobile. Aujourd'hui leader européen avec près de 450 centres automobile en Europe dont plus de 350 en France, Feu Vert emploie plus de 3000 collaborateurs sur l'ensemble du territoire français, et vous propose de réelles opportunités en termes de carrière et de développement des compétences. Notre site Feuvert.fr compte à ce jour 1, 4 millions de visites uniques par mois. Feu Vert est présent sur plusieurs milliers de contenus graphiques (publicité, réseaux sociaux...) et compte accélérer son développement digital en 2020. Au sein de la Direction Digitale, vous contribuez à améliorer la connaissance client et le parcours des utilisateurs. Vos missions principales seront les suivantes :L'analyse des comportements clients : extraction et étude de données, réalisation de rapports statistiquesLa veille de la qualité des bases de données marketing (cleaning, dédoublonnage, actualisation…)En collaboration avec la DSI vous mettrez en place des projets data, base de données clients, IT CRMEn collaboration avec l'équipe CRM vous ciblez les clients, établissez des plans de contact et suivez les performances Profil Vous êtes issu d'une formation en informatique, en statistiques ou en mathématiques et vous disposez d'un niveau Bac +5. De plus, vous justifiez d'une expérience de 6 à 12 mois sur ces mêmes missions. Une maîtrise de SQL, Excel et Dataviz (Tableau) sont nécessaires. Vous êtes bien organisé, faîtes preuve d'un bon esprit d'analyse et d'une grande capacité à travailler en équipe. Si vous vous reconnaissez dans ce profil, alors vous êtes peut être notre futur(e) Data Analyst CRM Junior ! Exploitation Non concerné Autres avantages Nous vous proposons une rémunération fixe et différents avantages :Une participation aux frais de déjeuner pris en cafétéria d'entrepriseNotre mutuelle entrepriseUne épargne salariale attractiveUn Comité Social et Économique dynamiqueSous conditions d'ancienneté, l'accès à des tarifs préférentiels sur l'achat des produits commercialisés et des prestations mécaniques proposées par Feu Vert Entreprise handi-accueillante. Fourchette de salaire Entre 28K et 32K par an en fonction du profil Localisation du poste Localisation du poste France, Auvergne-Rhône-Alpes, 69RHONE Lieu 11 Allée Moulin Berger, 69130 Écully, France Critères candidat Niveau d'études min. requis Bac+5 Niveau d'expérience min. requis moins d'1 an Spécialisation Informatique Mathématiques Statistiques Compétences Très bon relationnel Sens très marqué pour le service Client Rigueur & qualité dans le travail
216;LINKEDIN_EMP;niveau_hierarchique;Confirmé
216;LINKEDIN_EMP;date_posted;2019-10-15T19:19:07.000Z
217;LINKEDIN_EMP;libelle_emploi;Planificateur Support et Data Analyst H/F
217;LINKEDIN_EMP;entreprise;Cegid
217;LINKEDIN_EMP;ville;Lyon, Auvergne-Rhône-Alpes, France
217;LINKEDIN_EMP;texte;Vous souhaitez vivre une nouvelle aventure professionnelle et prendre part à un projet ambitieux ? Rejoignez-nous et ensemble accélérons nos talents pour faire de Cegid le partenaire préféré de tous nos clients autour de solutions à haute valeur ajoutée !Basé(e) sur notre site à Lyon, vous intégrez notre équipe Customer Care et en tant que Planificateur Support, vous avez donc la charge de la planification de l’activité et des ressources et êtes garant de la qualité & fiabilité des prévisions. Vos challenges Construire les prévisions d’activités mensuelles, journalièresPlanifier les ressources par activité ou par offre produits en fonction des canaux (téléphone, portail…)Assurer le pilotage en temps réel des activités \;Valider la fiabilité des indicateurs de dimensionnement et planification via des reportings adéquats.Communiquer sur les sujets liés à la planification auprès des équipes internesPrendre compte les contraintes individuelles et collectives tout en assurant un service client dans le respect des KPIContrôler et analyser les indicateurs qualitatifs et quantitatifs de suivi du service \;Mesurer les écarts d’activités, alerter et proposer des actions correctives auprès des managers de production \;Consolider les éléments de suivi de l’activité et partager les reportings aux responsables d’équipes et de service.Administrer et gérer les suivis KPIs, agent, équipe, service, directionCapacité de traiter de l’hypervisionParlons de vous…D’une formation Bac+3, vous disposez d’une première expérience de 5 ans minimum en planification et en management/gestion d’équipe qui permet une meilleure pertinence dans la gestion des ressources.  Vous avez une compétence en mise en place d'outil de WorkshopVous avez une maitrise parfaite de Excel : niveau avancé voire VBA et appétence pour la BI/BOVous êtes capable de travailler dans un environnement chiffré Au-delà des compétences métiers, nous recherchons des talents qui souhaitent exprimer leur potentiel et ouvrir les possibles avec nous car nous considérons que le partage des idées et l’intelligence collective sont source de valeur ajoutée et de performance pour tous. C’est avant tout votre aisance relationnelle, votre capacité d’apprentissage et votre curiosité qui feront la différence !  Venez vivre des expériences variées, rejoignez-nous !Cegid, c’est un groupe international de plus de 2400 collaborateurs dans 15 pays qui accompagnent les professionnels des métiers de l’Expertise-Comptable, de la Paie et des Ressources Humaines, de l’ERP, des Taxes et du Retail.Cegid conçoit des solutions de gestion utiles et innovantes pour ses clients, fort de sa vision prospective des métiers et de sa maitrise de la technologie via des services cloud.Chaque histoire est différente au sein de Cegid, à vous de créer la vôtre !
217;LINKEDIN_EMP;niveau_hierarchique;Confirmé
217;LINKEDIN_EMP;date_posted;2019-11-25T13:15:34.000Z
218;LINKEDIN_EMP;libelle_emploi;Analyste de données
218;LINKEDIN_EMP;entreprise;Cerema
218;LINKEDIN_EMP;ville;Bron, FR
218;LINKEDIN_EMP;texte;MissionsMissions traiter et étudier les extractions de base de données, les analyser,contribuer à leur interprétation afin d’en tirer des améliorations degestion, des recommandations \; construire et faire évoluer les rapports et les tableaux de suivi degestion pour permettre aux différents acteurs d’avoir une vision cohérentede leur gestion \; assurer la bonne interprétation et la diffusion des rapports et destableaux de bord de suivi de gestion \; industrialiser le procédé pour les données les plus intéressantes \; gérer les outils d’analyses pour que les décideurs internes puissent suivrel’évolution de leurs activités et de leur gestion \; recenser les besoins des utilisateurs, en les aidant à les exprimer.Les missions décrites ci-dessus correspondent aux principales missionsprévues pour ce poste. Elles peuvent changer en fonction des besoins duservice et du contexte dans lesquelles elles s’exercent.
218;LINKEDIN_EMP;niveau_hierarchique;Premier emploi
218;LINKEDIN_EMP;date_posted;2019-11-01T06:20:38.000Z
219;LINKEDIN_EMP;libelle_emploi;OFFRE D’EMPLOI (H/F) : MEDIA TRADER et DATA ANALYST
219;LINKEDIN_EMP;entreprise;Adthink
219;LINKEDIN_EMP;ville;Lyon, FR
219;LINKEDIN_EMP;texte;OFFRE D’EMPLOI (H/F) : MEDIA TRADER et DATA ANALYSTLieu de travail : Tassin-la-Demi-Lune (à 15 minutes du centre de Lyon)Contrat : CDI – temps pleinRejoindre Adthink Adthink accompagne les annonceurs dans l’acquisition de clients en ligne via une gamme complète de 5 solutions de publicité à la performance : Display Network, Trading Desk, Data Activation, Customer Acquisition et Affiliate Network.Expert en monétisation d’audiences, Adthink propose aux éditeurs des solutions pour accroître leurs revenus publicitaires.Créé en 2001, Adthink (ALADM) est coté à la Bourse de Paris (Euronext) et fait partie du TOP 100 Digital (classement PwC - TECH IN France 2018).Nous avons la chance de travailler sur un média passionnant, en perpétuelle évolution. Face aux challenges que nous relevons chaque jour, nous nous appuyons sur une équipe talentueuse et curieuse et sur les connaissances que nous avons développées depuis 2001.Notre siège social est situé à Lyon, avec une présence à Paris, Genève, Porto et Palo Alto.Description Du PosteAfin de compléter notre trading desk, nous recherchons un(e) Media Trader et Data Analyst.Au sein de l’équipe de Trading Desk, vous assurez la gestion et l'optimisation de campagnes de publicité, dans une logique de performance.Vous travaillez sur un outil technologique propriétaire et des DSP externes, et prenez notamment en charge :la création des campagnes publicitaires digitales RTB de nos clients sur les différentes plateformes d’externalisation d’audience : montage, mise en ligne, paramétrage, tracking, etc,la définition de la meilleure stratégie de ciblage de la campagne,l'analyse des résultats en temps réel et leur optimisation (en fonction des objectifs des annonceurs),l’activation d’une stratégie multicanale Display et Data afin d'accroître le ROI de vos campagnes pour atteindre les objectifs de vos clients.Vous assurez, par ailleurs, l'interface avec les interlocuteurs internes (commerciaux) et / ou externes (clients annonceurs / agences).Profil RecherchéDe formation supérieure, idéalement en marketing ou école de commerce, vous disposez d'une première expérience dans un poste similaire au sein d’une agence de publicité online ou chez un annonceur.Avant tout vous êtes doté(e) d'un sens aigu de l'analyse des chiffres.Vous êtes à l'aise avec l'outil informatique (tableurs Excel, internet), et les statistiques.Vous êtes également autonome, rigoureux (se) et appréciez le travail en équipe.La maîtrise des outils et une connaissance des Top DSP seraient appréciés.Vous parlez couramment le Français et maîtrisez l’Anglais.Le digital est pour vous une vraie passion, et vous souhaitez évoluer dans une structure entièrement consacrée aux activités liées.ModalitésPoste à pourvoir en CDI dès que possible à Tassin la Demi-Lune (Lyon Ouest).Salaire à établir en fonction du profil.Tickets restaurant, mutuelle et prise en charge de vos frais de transport.Si ce challenge vous donne envie, n’hésitez pas à nous envoyer votre CV et LM à l’adresse click apply, à l’attention de Sophie Marois, chargée de missions Ressources Humaines.Retrouvez toutes nos offres sur [span data-href="http://www.adthink.com"]www.adthink.com[/span].startup / start-up / start up / agence / media trader / data analyst / trading desk / publicité / digitale / tracking / annonceurs / display / anglais / CDI / emploi / Lyon
219;LINKEDIN_EMP;niveau_hierarchique;Non pertinent
219;LINKEDIN_EMP;date_posted;2019-12-12T13:12:21.000Z
220;LINKEDIN_EMP;libelle_emploi;Data Scientist / Data Engineer
220;LINKEDIN_EMP;entreprise;Clustree
220;LINKEDIN_EMP;ville;Paris, FR
220;LINKEDIN_EMP;texte;Clustree est une entreprise deep tech dont le produit est centré sur la compréhension et l’enrichissement de données de carrières (CV, offres, compétences, …). La data science y est centrale car au cœur de la valeur apportée à nos clients. Actuellement, notre solution repose une douzaine d'algorithmes de Machine Learning, dont plusieurs réseaux de Deep Learning pour le NLP. Nous sommes un acteur majeur en Europe et cherchons à faire évoluer nos algorithmes afin de conforter notre avantage compétitif sur le marché et développer de nouveaux use cases. De plus, nous avons des challenges passionnants liés à la construction et l’industrialisation d'une solution AI d'envergure internationale.Clustree recherche des Data Scientists et Data Engineers pour enrichir son équipe data, composée actuellement de 5 personnes.RESPONSABILITESAu sein de l'équipe Data Science, vous participerez aux missions suivantes Concevoir, optimiser et mettre en production des algorithmes de Machine Learning et Deep Learning Concevoir, développer et maintenir les produits data Développer des travaux de R&D autour des données de gestion de carrière Participer aux chantiers transverses de Clustree avec les équipes clientes ou techniques Travailler au scaling des algorithmes et traitement data pour encaisser la croissance de l’activité Langage de programmation Python Data science Scikit-Learn, Tensorflow Data Engineering Spark Data store Elasticsearch, Postgresql Infrastructure data GCP, Dataproc et Google Cloud ML ENVIRONNEMENT TECHNIQUE Langage de programmation Python Data science Scikit-Learn, Tensorflow Data Engineering Spark Data store Elasticsearch, Postgresql Infrastructure data GCP, Dataproc et Google Cloud ML Requirements Au moins 5 ans d'expérience en Data Science en start-up, laboratoire de recherche ou grand groupe Expertise en Machine Learning Expérience en développement Python Une volonté de travailler à la fois sur des projets R&D et produit Motivé, autonome, rigoureux et prêt à prendre part à une aventure entrepreneuriale Les données des Candidats à un poste sont traitées par Clustree aux fins de gestion de vos candidatures. Pour plus d’informations et exercer vos droits d’accès, de rectification, et d’effacement de vos données, et d’un droit d’opposition pour des motifs légitimes, veuillez consulter notre Politique de confidentialité.
220;LINKEDIN_EMP;niveau_hierarchique;Premier emploi
220;LINKEDIN_EMP;date_posted;2019-11-02T15:16:13.000Z
221;LINKEDIN_EMP;libelle_emploi;Data scientist lumiomedical
221;LINKEDIN_EMP;entreprise;PARIS GROUP
221;LINKEDIN_EMP;ville;Paris, FR
221;LINKEDIN_EMP;texte;Description du poste EntrepriseNotre mission, chez Lumio Medical, est de rendre la médecine plus sûre et de sécuriser la prise en charge des patients.Startup
221;LINKEDIN_EMP;niveau_hierarchique;Premier emploi
221;LINKEDIN_EMP;date_posted;2019-11-15T18:24:13.000Z
222;LINKEDIN_EMP;libelle_emploi;Data Scientist
222;LINKEDIN_EMP;entreprise;LittleBigCode
222;LINKEDIN_EMP;ville;Région de Paris, France
222;LINKEDIN_EMP;texte;LittleBigCode est le laboratoire de conseil digital spécialisé sur les sujets de Data Analytics et de SMART Automation qui monte ! Et pour continuer à monter, nous recrutons des talents, des pépites ou encore des Mozart en devenir, désireux d’évoluer sur des projets utiles, innovants et funs ! Jeune Diplômé, you are welcome ! Aussi, si tu l’acceptes, notre mission est d'intervenir sur des sujets utiles pour le développement de la Société du futur en simplifiant et en automatisant les processus et les décisions via les Datas et l’IA.Nous accompagnons les startups, les PME et les grands groupes sur leurs projets stratégiques et transformons durablement leurs organisations en améliorant l’expérience utilisateurs tout en mettant en place un cadre de travail plus positif. Bref, du solide ! Nous intervenons tant sur des missions de Conseil, que sur la réalisation de Proof of Concept, ou encore l'industrialisation d’applications sur notre Cloud ou celui de nos clients.En parallèle, nous développons en interne un catalogue d'applications de type Data/IA as a service pour accompagner nos clients dans la validation d'idées ou de concepts et ainsi réduire le Time To Market.Fondé sur les convictions que l’innovation, les technologies et le partage doivent être au cœur de notre philosophie et de nos réflexions, nous cherchons avant tout des personnes passionnées désireuses de construire avec nous les applications de demain, sans oublier de garder une once de folie et d’humour ! Hé oui, chez LittleBigCode on aime viser les étoiles, sans se prendre pour des astronautes ! Mais concrètement, c’est quoi l’état d’esprit LittleBigCode ?5 à 10 jours de formation annuelle sur les dernières technos ou méthodes et le passage de certification.1 à 2 Work-Shops mensuel avec les équipes pour partager son retour d’expérience et participer à des projets internes.2 challenges innovations annuel avec une récompense pour les 3 meilleurs projets.L’accompagnement des experts et seniors sur toutes tes questions et/ou tes difficultés.L’intervention sur le développement de nos produits internesUn vrai respect de l’équilibre vie pro/vie perso.Un sentiment d’utilité en participant à la construction du monde de demain.Être reconnu et récompensé pour ton travail avec un package salariale ambitieux Et au quotidien, quel sera ton job ?Tout d’abord, tu travailleras en mode AGILE et en équipe composée de Data Analyst, Data Engineer, Architecte, Experts Techniques et Coach Devopps et Agile ! Ensuite, en fonction de tes appétences, tu interviendras sur les activités et/ou problématiques suivantes :Etude du business cases avec les équipes métiers.Analyse des données et des processus clients afin d’étudier leur valorisationDéveloppement et implémentation des algorithmes d’analyse, de matching, … etc permettant d’avoir une remonté de KPI pertinent.Développement d’algorithme de prédiction pour optimiser les prises de décision ou encore les automatiser à l’aide de Machine Learning, Reinforcement Learning ou encore de Deep Learning le tout en Python.Participation à la mise en production avec les Data Engineers. Phase ô combien importante car même le meilleur des algorithmes ne sert à rien s’il n’est pas mis en production… !  Et les types de projets dans tout ça ? Voici des exemples :Aide au diagnostic pour la santé à base de Computer Vision et de NLPMise en place et développement d'une solution BigData pour faire des analyses d'essais clinique en masse pour un laboratoire pharmaceutique,Optimisation de la gestion de flotte d’un loueur de véhicule intégrant la prédiction des locationsOptimisation et prédiction du moyen de transport le plus adapté au besoin clientRéduction de l’emprunte énergétique d’un géant du transport en optimisant et prévoyant sa consommationAnalyse de contenu sur Twitter et Instagrame pour optimiser la recommandation de produitsDéveloppement de l’Usine du futur en intégrant les Datas pour anticiper les pannes et optimiser la production via l'alimentation de capteur IoTDéveloppement de la partie Data & Analytics d'un SI pour une nouvelle filiale d'un géant de l'assurance en partant From-Scratch Comment te convaincre de nous recruter en tant qu’employeur !Tout d’abord, nous sommes des passionnés, donc si toi aussi tu l’es et qu’en plus tu es curieux et que tu aimes apprendre alors nous nous entendrons forcément bien !Deuxièmement, nous sommes de grands fans de la résolution de problèmes complexes et des sujets liés à l’optimisation des processus ou des décisions… On a donc un petit penchant pour les mathématiques ou encore la logique ! A ce titre, nous nous faisons souvent des concours d’énigmes entre nous… Dernière en date la traversée du pont…Ensuite, nous aimons innover et travailler sur des technologies à la pointe comme : Python, Hadoop, Spark, ElasticSearch, AWS, Azure, GCP, Docker, ... etcA ce titre, nous encourageons nos collaborateurs à innover et proposer des idées d’applications et de solutions pour les développer en interne !We also like speaking English during our projects or just for fun ! We hope it doesn’t mind !Nous apprécions également partager nos trouvailles ou notre savoir par le biais d’articles que nous rédigeons. Pour conclure, si notre profil répond à tes attentes et qu’en plus tu es issu d’une grande école d’ingénieur de type POLYTECHNIQUE, CENTRALE, MINES ET PONTS, ENSAE, ENSIMAG, TELECOM, IMT avec une spéciliaté IA ou Data Science alors n’hésite pas à nous contacter pour que l’on te fasse part de nos motivations à rejoindre ton équipe en écrivant à : contact@littlebigcode.fr ou encore en postulant directement sur Linkedin. En parallèle, tu trouveras ci-joint, la liste des sujets sur lesquels nous avons été retenus et sur lesquels tu pourrais intervenir ainsi qu’une présentation pour que tu ais une bonne vision de notre approche et notre philosophie. 
222;LINKEDIN_EMP;niveau_hierarchique;Confirmé
222;LINKEDIN_EMP;date_posted;2019-11-12T14:43:02.000Z
223;LINKEDIN_EMP;libelle_emploi;Lead Data Scientist
223;LINKEDIN_EMP;entreprise;MFG Labs
223;LINKEDIN_EMP;ville;Paris, Île-de-France, France
223;LINKEDIN_EMP;texte;MFG Labs c’est : Travailler dans une entreprise pionnière sur les problématiques data science depuis 10 ans. Partager son enthousiasme et sa curiosité en prenant part à la révolution apportée par les mathématiques appliquées, la data science et l’intelligence artificielle. Enfin c’est être pragmatique car nous travaillons sur des solutions industrielles ayant un impact concret. MFG Labs c’est aussi une synergie d’expertise\; des équipes de passionnées composées de data scientists, d’ingénieurs, designers et chefs de projets. Une approche pluri-disciplinaire pour construire les solutions les plus pertinentes aux problématiques les plus complexes.  Ce que l'on vous propose:  Au sein du pôle Data Science, et sous la responsabilité du Directeur de Pôle, vous travaillerez en étroite collaboration avec les équipes de Data Consultant mais également les équipes d’Ingénieurs sur des sujets variés, à la pointe de l’innovation data (data ingénierie, machine learning, modélisation prédictive, data visualisation…). Vos missions au quotidien: Échanger avec le client pour comprendre ses enjeux et ses objectifs métiers Proposer des modélisations mathématiques en regard des problématiques métiers exposées Implémenter les modèles mathématiques proposés (Machine Learning, Deep Learning, Économétrie, Recherche Opérationnelle, Simulation …) Mesurer, analyser et échanger sur la performance et les résultats des modèles mathématiques proposés Communiquer les résultats des modèles à tout type d’audience (aussi bien technique que non technique) Collaborer avec les data engineers sur les problématiques d'architecture de l'information et de déploiement de modèles Participer aux appels d'offres Faire monter en compétence une équipe de data scientists  Vous:  Vous recherchez une expérience au sein d’une entreprise dynamique Vous avez un fort attrait pour le challenge et la stimulation intellectuelle Vous êtes issu d’une formation supérieure d’excellence Bac+5 (école d’ingénieur, filière universitaire ou PHD) en data science Vous avez une expérience de minimum 5 ans sur un poste de Data Scientist Vous maîtrisez les concepts principaux en Statistiques, Machine Learning et Deep Learning Vous maîtrisez Python et l'écosystème de base de data science associé (scikit-learn, numpy, pandas, matplotlib) Vous avez une connaissance de l'écosystème cloud lié aux sujets de données
223;LINKEDIN_EMP;niveau_hierarchique;Manager
223;LINKEDIN_EMP;date_posted;2019-12-09T15:46:12.000Z
224;LINKEDIN_EMP;libelle_emploi;Data Scientist
224;LINKEDIN_EMP;entreprise;C3.ai
224;LINKEDIN_EMP;ville;Paris, FR
224;LINKEDIN_EMP;texte;C3.ai is a leading enterprise AI software provider for accelerating digital transformation. The comprehensive and proven C3 AI Suite uses a model-driven abstraction layer to enable organizations to develop, deploy, and operate enterprise scale AI applications 40x to 100x faster than alternative approaches. www.c3.aiNotre plateforme et les applications développées sur celle-ci sont majoritairement écrites en Java, JavaScript et Python. Nous développons et utilisons des technologies modernes (Spark, Cassandra, PostGres, Kafka, GraphX, Torch, etc.). Au cœur de cette architecture réside notre type system : une couche d’abstraction objet d’une grande expressivité qui permet aux développeurs et data scientists de décrire leurs données, d’utiliser des fonctionnalités existantes ou d’en définir de nouvelles sans se soucier de l’infrastructure ou des services sous-jacents. Cette technologie permet à nos utilisateurs de développer et de déployer en production des applications faisant appel à grande échelle en à peine quelques semaines.Le rôleL’équipe Data Science à C3.ai est responsable de la conception, de la mise en production et du suivi des solutions analytiques pour nos applications. Participer à la définition de nouvelles fonctionnalités analytiques capables de répondre aux problèmes de nos clients ou d’augmenter la valorisation des données disponibles Concevoir et valider en collaboration avec les clients une solution analytique en faisant éventuellement appel à des techniques de Machine Learning et de Data Mining Assurer l’implémentation de ces algorithmes dans la suite de produits C3.ai  Travailler en étroite collaboration avec les équipes de C3.ai (Produits, Application, Plateforme, Services) pour construire les meilleures solutions possibles pour nos clients Diriger des projets au sein de C3.ai et avec nos clients, indépendamment et en équipe Votre ProfilLes candidats sélectionnés auront une connaissance approfondie des techniques Machine Learning les plus courantes et de leurs applications. Ils comprendront également les limites de ces algorithmes et comment les modifier ou les dériver pour obtenir des résultats similaires à plus grande échelle. Diplôme d’ingénieur, Master ou Doctorat en informatique, mathématiques ou équivalent. En travaillant à C3.ai, les Data Scientistes doivent être prêts à se déplacer chez les clients selon les besoins Connaissance approfondie des techniques de Machine Learning (régression, séries temporelles, modèles probabilistes, apprentissage supervisé et non-supervisé, optimisation, deep learning) Très bonnes bases mathématiques (algèbre linéaire, probabilités et statistiques) Expertise en Python (un autre langage tel que Java, JavaScript ou Scala est un plus) Expérience avec des paradigmes Big Data (MapReduce, event processing, streaming) Excellent niveau de communication orale et écrite en français et en anglais Solides compétences organisationnelles, persévérance et attention aux détails Pédagogie et volonté d’expliquer vos modèles à des publics de tout niveau Force de proposition pour l’amélioration de services de Data Science dans notre plateforme Désir de résoudre des problèmes difficiles en équipe et de contribuer à développer un environnement inclusif, intellectuellement stimulant et fun (Glassdoor Best place to Work 2017) C3.ai is proud to be an Equal Opportunity and Affirmative Action Employer. We do not discriminate on the basis of any legally protected characteristics, including disabled and veteran status.
224;LINKEDIN_EMP;niveau_hierarchique;Premier emploi
224;LINKEDIN_EMP;date_posted;2019-11-26T08:01:31.000Z
225;LINKEDIN_EMP;libelle_emploi;Data Scientist – WWFO
225;LINKEDIN_EMP;entreprise;NVIDIA
225;LINKEDIN_EMP;ville;Courbevoie, FR
225;LINKEDIN_EMP;texte;NVIDIA’s deep learning platform has already made a major impact to the field and is broadly used across leading academic institutions, start-ups, and industry, including the world’s largest Internet companies. We need passionate, hard-working and creative people to help us tackle more of these unique opportunities.NVIDIA’s Worldwide Field Operations (WWFO) team is looking for a Data Science focused Solution Architect with expertise in Machine Learning (ML), Deep Learning (DL) and Data Science platforms. In our Solutions Architecture team, we work with the most exciting computing hardware and software, driving the latest breakthroughs in Analytics and artificial intelligence. We need individuals who can enable customer productivity and develop lasting relationships with our technology partners, making NVIDIA an integral part of end-user solutions. We are looking for someone always thinking about artificial intelligence, someone who can maintain synergy in a fast paced, rapidly evolving field, someone able to coordinate efforts between corporate marketing, industry business development and engineering.You will be working with the latest HPC architectures coupled with machine learning and Big Data analytics, enabling improved workflows and developing new, differentiated solutions. As a Solutions Architect, you will be the first line of technical expertise between NVIDIA and our customers. Your duties will vary from inventing proof-of-concept demonstrations, to driving relationships with key executives and managers in order to evangelize accelerated computing. Dynamically engaging with developers, scientific researchers, data scientists, IT managers and senior leaders is a meaningful part of the Solutions Architect role and will give you experience with a range of partners and concerns.What You’ll Be DoingDevelop and demonstrate solutions based on NVIDIA’s state-of-the-art ML/DL, data science software and hardware technologies to customersPerform in-depth analysis and optimization to ensure the best performance on GPU architecture systemsWork directly with key customers to understand their technology and provide the best solutionsPartner with Engineering, Product and Sales teams to develop, plan best suitable solutions for customers. Enable development and growth of product features through customer feedback and proof-of-concept evaluationsBuild industry expertise and become a contributor in integrating NVIDIA technology into Enterprise Computing architectures.Work closely with customer's data science, ML/DL developers and IT teamsWhat We Need To SeeExcellent written and verbal communication skills in English and FrenchMS/PhD in Computer Science, Data Science, Electrical/Computer Engineering, Physics, Mathematics, other Engineering fields5+ years work or research experience with Python, C++ software developmentA proven track record of academic and/or industry experience in fields related to machine learning, deep learning and/or data science.Work experience and knowledge with AI/ML/DL on CV/NLP/Analytics projects using TensorFlow, PyTorch, MxNet, Pandas, XGBoost and/or Scikit-learn.You are excited to work with multiple levels and teams across organizations (Engineering, Product, Sales and Marketing team)Capable of working in a rapidly changing environment without losing focus.Ability to multitask effectively in a fast-paced environment.Action-oriented with strong analytical and problem-solving skills.Strong time-management and organization skills for coordinating multiple initiatives, priorities and implementations of new technology and products into very complex projectsYou are a self-starter with attitude for growth, passion for continuous learning and sharing findings across the teamGood verbal, written communication, and technical presentation skillsWays To Stand Out From The CrowdDevelopment background with NVIDIA software libraries and GPUs, and CUDA optimization experience.Experience using DevOps technologies such as Docker, Kubernetes, Singularity, etc.Special skills in large-scale computing and cluster computing (MPI), data center design include high speed interconnect InfiniBand, Cluster Storage and Scheduling related design and/or management experience.#deeplearning
225;LINKEDIN_EMP;niveau_hierarchique;Non pertinent
225;LINKEDIN_EMP;date_posted;2019-12-05T17:11:05.000Z
226;LINKEDIN_EMP;libelle_emploi;NLP Data Scientist
226;LINKEDIN_EMP;entreprise;ABAKA
226;LINKEDIN_EMP;ville;Nice, Provence-Alpes-Cote d'Azur, France
226;LINKEDIN_EMP;texte;AbakaWe are a team of passionate entrepreneurs and industry experts with a mission to improve people's financial wellbeing, and re-invent the way the financial industry works.We provide financial institutions, of any size, anywhere in the world, the software to thrive in the digital savings age. We do this by building, delivering and supporting conversational AI technology to power affordable and accessible advice.The culture we’ve created is as great and diverse as our people! We are problem-solvers\; we love sharing ideas and opinions\; we work with ground-breaking technology\; and we offer exceptional benefits to our staff in an inspiring and collaborative environment. We are always looking for outstanding individuals from diverse backgrounds, who want to be part of this exceptional team.The data science teamThe data science team is responsible for the heart of Abaka’s AI efforts: natural language understanding and automated, personalised recommendations, as well as business reporting and analytics. The data science team plays a vital role for the further growth and development of Abaka.Job DescriptionWe are seeking a computational linguist and NLP data scientist who will be monitoring and expanding Abaka's Natural Language Understanding (NLU) solution for conversational AI.You will:•	Monitor the NLU solution and ensure it performs consistently at a high level.•	Be responsible for expanding the NLU solution in accordance with business requirements.•	Analyse new business requirements and convert them into new new intents or features.•	Maintain existing linguistic training data, ensuring they are aligned with business requirements.•	Collect, process, and manage new linguistic training data as needed.•	Maintain the NLU solution code and manage the release cycle for new features.•	Train new NLU intent machine learning models.•	Test the NLU solution.•	Maintain documentation for NLU code, data, and intent inventories.•	Maintain and expand the named entity extraction capability of the solution.•	Identify bugs and gaps, analyse the causes, and fix them.•	Work in, and support, a cross-disciplinary team using agile methodology.Job RequirementsWe are looking for someone with:•	A master's or PhD in computational linguistics, natural language processing (NLP) or corpus linguistics.•	At least 2-3 years of commercial experience.Programming skills:•	Good proficiency in Python.•	Experience with neural network libraries in Python, like Keras, Tensorflow, or CNTK.•	Knowledge of machine learning and statistical analysis.•	Experience with version control tools like Git.•	Experience with cloud software, like Microsoft Azure or AWS.•	Additional experience with R is a plus.NLP skills:•	Experience with Python NLP toolkits like NLTK or Spacey.•	Experience with collecting and managing language data.•	Experience with text processing, text mining, or corpus linguistics.•	Experience with named entity recognition or intent identification.•	Experience with dialogue systems is a plus.Language skills:•	Fluent in spoken and written English.•	Any additional language beyond English is a plus.Personal skills:•	Demonstrated ability to analyse and solve problems.•	Ability to work both on your own and in a cross-disciplinary team.•	Ability to interact with internal and external stakeholders.•	Good presentation skills.Ready to take your career forward on a unique journey? Apply now!Abaka is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, gender, sexual orientation, gender identity or expression, religion, national origin, marital status, age, disability, veteran status, genetic information, or any other protected status.
226;LINKEDIN_EMP;niveau_hierarchique;Manager
226;LINKEDIN_EMP;date_posted;2019-12-10T00:00:55.000Z
227;LINKEDIN_EMP;libelle_emploi;Data Scientist
227;LINKEDIN_EMP;entreprise;Teads.tv
227;LINKEDIN_EMP;ville;Paris, FR
